month,year,plot,stake,species,abundance
July,1990,17,15,phei xero,10
July,1990,17,17,phei xero,3
July,1990,17,24,phei xero,5
July,1990,17,26,phei xero,15
July,1990,17,42,phei xero,5
July,1990,17,46,phei xero,5
July,1990,17,51,phei xero,5
July,1990,17,53,phei xero,1
July,1990,17,71,phei xero,5
July,1990,18,11,phei xero,15
July,1990,18,11,sole xylo,2
July,1990,18,13,phei sita,15
July,1990,18,15,phei sita,15
July,1990,18,17,phei xero,5
July,1990,18,22,sole xylo,10
July,1990,18,26,sole xylo,5
July,1990,18,31,phei xero,15
July,1990,18,33,phei sita,10
July,1990,18,35,phei xero,5
July,1990,18,37,myrm depi,5
July,1990,18,37,sole xylo,5
July,1990,18,42,phei sita,3
July,1990,18,44,sole xylo,10
July,1990,18,53,phei xero,15
July,1990,18,55,phei sita,5
July,1990,18,57,phei sita,10
July,1990,18,62,phei sita,5
July,1990,18,64,sole sp,2
July,1990,18,66,phei sita,5
July,1990,18,71,phei xero,10
July,1990,18,73,phei xero,5
July,1990,18,75,phei sita,10
July,1990,18,77,phei xero,10
July,1990,19,11,phei xero,2
July,1990,19,13,phei dese,5
July,1990,19,15,phei dese,1
July,1990,19,15,phei xero,3
July,1990,19,17,sole xylo,40
July,1990,19,24,phei sita,3
July,1990,19,26,sole xylo,15
July,1990,19,33,phei dese,2
July,1990,19,35,phei xero,2
July,1990,19,37,cono insa,2
July,1990,19,37,phei sita,8
July,1990,19,42,sole xylo,2
July,1990,19,44,phei dese,3
July,1990,19,51,phei xero,10
July,1990,19,53,phei xero,10
July,1990,19,55,phei sita,3
July,1990,19,57,phei xero,7
July,1990,19,62,phei sita,2
July,1990,19,62,sole xylo,5
July,1990,19,64,sole xylo,3
July,1990,19,66,phei xero,15
July,1990,19,71,cono insa,1
July,1990,19,71,phei xero,15
July,1990,19,73,phei sita,5
July,1990,20,11,sole sp,3
July,1990,20,13,phei dese,1
July,1990,20,13,phei xero,7
July,1990,20,13,sole sp,2
July,1990,20,15,phei xero,9
July,1990,20,17,phei xero,3
July,1990,20,22,sole xylo,4
July,1990,20,26,phei xero,6
July,1990,20,26,sole sp,1
July,1990,20,31,cono insa,1
July,1990,20,35,phei xero,2
July,1990,20,37,cono insa,2
July,1990,20,42,cono insa,1
July,1990,20,42,sole xylo,4
July,1990,20,44,cono insa,2
July,1990,20,44,sole xylo,10
July,1990,20,46,cono insa,1
July,1990,20,53,phei xero,2
July,1990,20,55,phei xero,6
July,1990,20,55,sole xylo,3
July,1990,20,57,cono insa,1
July,1990,20,57,phei xero,2
July,1990,20,62,cono bico,1
July,1990,20,62,phei xero,3
July,1990,20,64,phei xero,10
July,1990,20,66,sole xylo,18
July,1990,20,71,sole sp,5
July,1990,20,73,sole sp,25
July,1990,20,75,phei xero,2
July,1990,20,75,sole sp,5
July,1990,20,75,sole xylo,3
July,1990,20,77,myrm mimi,1
July,1990,20,77,sole xylo,8
July,1990,21,11,phei xero,5
July,1990,21,13,phei sita,15
July,1990,21,17,sole xylo,45
July,1990,21,22,phei dese,2
July,1990,21,24,phei xero,30
July,1990,21,26,phei xero,10
July,1990,21,31,sole xylo,40
July,1990,21,33,sole xylo,35
July,1990,21,35,phei dese,7
July,1990,21,35,phei xero,4
July,1990,21,37,sole sp,20
July,1990,21,42,sole xylo,25
July,1990,21,44,sole xylo,30
July,1990,21,46,pogo mari,13
July,1990,21,46,sole sp,15
July,1990,21,51,sole xylo,25
July,1990,21,53,phei xero,3
July,1990,21,53,sole sp,10
July,1990,21,55,sole xylo,40
July,1990,21,57,sole sp,25
July,1990,21,62,sole sp,20
July,1990,21,64,phei dese,8
July,1990,21,66,cono insa,2
July,1990,21,66,sole sp,20
July,1990,21,71,sole xylo,15
July,1990,21,75,phei xero,35
July,1990,21,77,phei xero,15
July,1990,21,77,sole sp,10
July,1990,22,11,novo cock,2
July,1990,22,11,phei sita,3
July,1990,22,11,sole xylo,2
July,1990,22,13,phei xero,16
July,1990,22,15,phei xero,13
July,1990,22,17,phei sita,20
July,1990,22,22,novo cock,1
July,1990,22,22,sole xylo,3
July,1990,22,24,sole xylo,30
July,1990,22,26,pogo mari,1
July,1990,22,26,sole xylo,10
July,1990,22,31,novo cock,2
July,1990,22,31,phei xero,3
July,1990,22,33,sole xylo,20
July,1990,22,35,phei dese,5
July,1990,22,35,phei xero,3
July,1990,22,35,pogo mari,1
July,1990,22,37,pogo mari,15
July,1990,22,42,phei xero,12
July,1990,22,44,phei xero,20
July,1990,22,46,pogo mari,9
July,1990,22,51,sole xylo,8
July,1990,22,53,sole xylo,20
July,1990,22,55,phei xero,4
July,1990,22,55,sole xylo,5
July,1990,22,57,pogo mari,8
July,1990,22,62,phei xero,8
July,1990,22,62,pogo dese,2
July,1990,22,64,phei dese,2
July,1990,22,64,phei xero,3
July,1990,22,66,phei sita,6
July,1990,22,71,phei sita,8
July,1990,22,73,phei xero,2
July,1990,22,73,sole xylo,6
July,1990,22,75,pogo mari,12
July,1990,22,77,sole xylo,20
July,1990,23,11,phei sita,4
July,1990,23,15,phei xero,15
July,1990,23,17,sole xylo,15
July,1990,23,22,phei sita,10
July,1990,23,24,phei xero,20
July,1990,23,26,phei xero,15
July,1990,23,31,phei xero,20
July,1990,23,33,phei sita,5
July,1990,23,35,cono insa,1
July,1990,23,37,sole xylo,10
July,1990,23,42,cono insa,1
July,1990,23,42,phei xero,20
July,1990,23,44,myrm depi,1
July,1990,23,46,sole xylo,15
July,1990,23,51,phei xero,3
July,1990,23,51,sole xylo,1
July,1990,23,53,sole xylo,10
July,1990,23,55,phei xero,20
July,1990,23,62,sole xylo,20
July,1990,23,64,cono insa,1
July,1990,23,64,phei sita,2
July,1990,23,64,phei xero,4
July,1990,23,66,phei xero,6
July,1990,23,71,phei sita,2
July,1990,23,73,phei xero,10
July,1990,23,73,sole xylo,15
July,1990,23,75,phei xero,15
July,1990,23,77,sole xylo,25
July,1990,24,11,pogo mari,45
July,1990,24,13,pogo mari,40
July,1990,24,17,phei xero,20
July,1990,24,22,pogo mari,5
July,1990,24,22,sole xylo,2
July,1990,24,24,phei xero,35
July,1990,24,24,pogo mari,1
July,1990,24,26,phei xero,15
July,1990,24,31,novo cock,6
July,1990,24,33,pogo mari,1
July,1990,24,33,sole xylo,15
July,1990,24,37,phei xero,3
July,1990,24,42,phei sita,2
July,1990,24,42,sole xylo,1
July,1990,24,44,sole xylo,15
July,1990,24,51,phei xero,35
July,1990,24,53,phei xero,3
July,1990,24,53,sole xylo,15
July,1990,24,55,sole xylo,6
July,1990,24,57,myrm depi,1
July,1990,24,57,phei sita,3
July,1990,24,57,phei xero,20
July,1990,24,62,phei sita,5
July,1990,24,62,phei xero,15
July,1990,24,64,sole xylo,15
July,1990,24,66,myrm depi,1
July,1990,24,66,sole xylo,45
July,1990,24,71,phei xero,20
July,1990,24,73,novo cock,4
July,1990,24,73,phei sita,1
July,1990,24,75,cono insa,2
July,1990,24,75,phei sita,5
July,1990,24,75,phei xero,15
July,1990,24,75,sole xylo,5
July,1990,24,77,cono insa,1
July,1990,24,77,phei xero,10
July,1990,24,77,sole xylo,3
July,1991,1,11,phei xero,25
July,1991,1,13,phei xero,50
July,1991,1,15,phei xero,15
July,1991,1,15,pogo mari,20
July,1991,1,17,phei xero,10
July,1991,1,22,phei xero,45
July,1991,1,24,phei xero,20
July,1991,1,24,pogo mari,4
July,1991,1,26,phei sita,40
July,1991,1,31,phei sita,5
July,1991,1,31,phei xero,40
July,1991,1,33,phei xero,30
July,1991,1,35,phei xero,15
July,1991,1,37,phei xero,10
July,1991,1,37,sole sp,5
July,1991,1,42,phei dese,5
July,1991,1,42,phei xero,3
July,1991,1,44,phei xero,3
July,1991,1,44,pogo mari,3
July,1991,1,46,phei xero,25
July,1991,1,51,phei xero,1
July,1991,1,53,phei xero,16
July,1991,1,53,sole sp,1
July,1991,1,55,phei xero,5
July,1991,1,57,phei dese,3
July,1991,1,57,phei xero,35
July,1991,1,62,phei xero,15
July,1991,1,62,sole sp,20
July,1991,1,64,phei xero,2
July,1991,1,66,sole sp,5
July,1991,1,71,sole sp,20
July,1991,1,73,phei xero,15
July,1991,1,73,sole sp,1
July,1991,1,75,phei xero,5
July,1991,1,75,sole sp,30
July,1991,1,77,sole sp,15
July,1991,2,11,phei xero,20
July,1991,2,13,phei sita,5
July,1991,2,13,pogo dese,1
July,1991,2,15,sole sp,35
July,1991,2,17,sole sp,15
July,1991,2,22,cono insa,5
July,1991,2,22,sole sp,5
July,1991,2,24,phei dese,1
July,1991,2,24,pogo dese,1
July,1991,2,24,pogo rugo,2
July,1991,2,24,sole sp,10
July,1991,2,26,sole sp,20
July,1991,2,31,phei mili,9
July,1991,2,31,phei xero,20
July,1991,2,33,cono insa,5
July,1991,2,35,sole sp,50
July,1991,2,37,sole sp,50
July,1991,2,42,sole sp,20
July,1991,2,44,sole sp,20
July,1991,2,46,sole sp,30
July,1991,2,51,phei dese,1
July,1991,2,51,phei xero,15
July,1991,2,51,pogo dese,1
July,1991,2,53,sole sp,25
July,1991,2,55,sole sp,35
July,1991,2,57,sole sp,55
July,1991,2,62,sole sp,25
July,1991,2,64,sole sp,30
July,1991,2,66,sole sp,15
July,1991,2,71,sole sp,25
July,1991,2,73,sole sp,40
July,1991,2,75,cono insa,1
July,1991,2,75,pogo dese,2
July,1991,2,75,sole sp,15
July,1991,2,77,sole sp,35
July,1991,3,11,sole sp,5
July,1991,3,13,sole xylo,15
July,1991,3,15,sole xylo,10
July,1991,3,17,pogo dese,2
July,1991,3,22,sole xylo,10
July,1991,3,24,phei xero,5
July,1991,3,24,pogo dese,15
July,1991,3,26,sole xylo,60
July,1991,3,31,pogo dese,2
July,1991,3,31,sole sp,30
July,1991,3,33,sole xylo,15
July,1991,3,35,sole xylo,10
July,1991,3,37,sole xylo,10
July,1991,3,42,cono insa,1
July,1991,3,42,sole sp,10
July,1991,3,44,sole sp,10
July,1991,3,46,sole xylo,20
July,1991,3,51,sole sp,10
July,1991,3,53,cono insa,5
July,1991,3,53,sole xylo,10
July,1991,3,55,sole sp,30
July,1991,3,57,sole sp,15
July,1991,3,62,cono insa,1
July,1991,3,62,phei dese,1
July,1991,3,62,sole sp,5
July,1991,3,64,sole xylo,35
July,1991,3,66,sole xylo,15
July,1991,3,71,cono insa,1
July,1991,3,73,cono insa,1
July,1991,3,73,sole xylo,10
July,1991,3,75,cono insa,1
July,1991,3,75,sole sp,25
July,1991,3,77,sole xylo,20
July,1991,4,13,sole xylo,10
July,1991,4,17,sole xylo,2
July,1991,4,22,cono insa,2
July,1991,4,22,phei sita,1
July,1991,4,24,cono insa,1
July,1991,4,24,pogo dese,1
July,1991,4,26,cono insa,2
July,1991,4,31,sole xylo,20
July,1991,4,33,phei sita,15
July,1991,4,35,phei xero,5
July,1991,4,35,pogo dese,2
July,1991,4,37,cono insa,2
July,1991,4,37,phei xero,3
July,1991,4,42,phei xero,4
July,1991,4,42,sole xylo,5
July,1991,4,44,cono insa,2
July,1991,4,46,cono insa,2
July,1991,4,46,phei mili,5
July,1991,4,46,phei xero,1
July,1991,4,51,phei xero,15
July,1991,4,53,sole xylo,15
July,1991,4,55,pogo dese,1
July,1991,4,57,cono insa,2
July,1991,4,62,cono insa,5
July,1991,4,62,phei xero,1
July,1991,4,64,cono insa,1
July,1991,4,64,irid prui,3
July,1991,4,64,phei sita,1
July,1991,4,66,cono insa,1
July,1991,4,66,phei sita,2
July,1991,4,71,phei xero,20
July,1991,4,73,cono insa,1
July,1991,4,73,phei sita,5
July,1991,4,73,phei xero,5
July,1991,4,75,cono insa,3
July,1991,4,75,irid prui,10
July,1991,4,75,phei xero,5
July,1991,4,77,sole xylo,20
July,1991,5,11,pogo dese,1
July,1991,5,11,sole xylo,20
July,1991,5,13,sole xylo,45
July,1991,5,15,sole sp,15
July,1991,5,17,sole sp,40
July,1991,5,22,pogo dese,1
July,1991,5,22,sole sp,45
July,1991,5,24,novo cock,1
July,1991,5,24,phei xero,35
July,1991,5,24,pogo dese,2
July,1991,5,26,cono insa,2
July,1991,5,26,phei xero,35
July,1991,5,26,pogo mari,1
July,1991,5,31,phei xero,25
July,1991,5,31,sole sp,2
July,1991,5,33,novo cock,2
July,1991,5,33,sole sp,15
July,1991,5,35,cono insa,3
July,1991,5,35,novo cock,6
July,1991,5,35,pogo dese,2
July,1991,5,35,sole sp,5
July,1991,5,37,sole sp,25
July,1991,5,42,pogo dese,2
July,1991,5,42,sole sp,35
July,1991,5,44,cono insa,1
July,1991,5,44,phei sita,10
July,1991,5,44,phei xero,5
July,1991,5,44,pogo dese,20
July,1991,5,46,cono insa,1
July,1991,5,46,phei sita,10
July,1991,5,46,phei xero,10
July,1991,5,46,pogo dese,2
July,1991,5,51,sole sp,20
July,1991,5,53,pogo dese,1
July,1991,5,53,sole sp,20
July,1991,5,55,phei sita,10
July,1991,5,57,sole xylo,50
July,1991,5,62,sole xylo,45
July,1991,5,64,pogo dese,15
July,1991,5,64,sole sp,20
July,1991,5,66,pogo dese,1
July,1991,5,66,sole xylo,45
July,1991,5,71,phei xero,30
July,1991,5,73,pogo dese,2
July,1991,5,73,sole xylo,35
July,1991,5,75,phei xero,10
July,1991,5,75,sole xylo,15
July,1991,5,77,sole xylo,7
July,1991,6,11,pogo dese,1
July,1991,6,11,sole xylo,20
July,1991,6,13,phei xero,3
July,1991,6,13,pogo dese,15
July,1991,6,15,pogo mari,60
July,1991,6,17,cono insa,2
July,1991,6,17,phei xero,5
July,1991,6,17,pogo dese,2
July,1991,6,22,phei dese,2
July,1991,6,22,phei xero,30
July,1991,6,24,cono insa,2
July,1991,6,24,pogo dese,1
July,1991,6,24,sole sp,5
July,1991,6,26,phei xero,20
July,1991,6,26,sole sp,5
July,1991,6,31,phei xero,3
July,1991,6,31,sole xylo,10
July,1991,6,33,phei xero,20
July,1991,6,33,pogo dese,1
July,1991,6,33,sole xylo,2
July,1991,6,35,phei xero,8
July,1991,6,35,sole sp,10
July,1991,6,37,novo cock,2
July,1991,6,37,pogo dese,2
July,1991,6,37,sole xylo,3
July,1991,6,42,cono insa,2
July,1991,6,42,phei xero,20
July,1991,6,44,phei sita,5
July,1991,6,44,phei xero,25
July,1991,6,44,pogo dese,1
July,1991,6,46,sole xylo,20
July,1991,6,51,phei xero,25
July,1991,6,53,phei xero,3
July,1991,6,53,sole sp,10
July,1991,6,55,cono insa,1
July,1991,6,55,phei xero,5
July,1991,6,55,sole sp,15
July,1991,6,57,novo cock,2
July,1991,6,57,phei xero,40
July,1991,6,57,pogo dese,3
July,1991,6,62,sole xylo,15
July,1991,6,64,sole sp,20
July,1991,6,66,sole sp,30
July,1991,6,71,novo cock,1
July,1991,6,71,sole xylo,35
July,1991,6,73,sole xylo,40
July,1991,6,77,sole xylo,25
July,1991,7,11,sole xylo,12
July,1991,7,13,sole xylo,10
July,1991,7,17,phei xero,1
July,1991,7,17,sole xylo,15
July,1991,7,22,sole xylo,3
July,1991,7,24,phei xero,2
July,1991,7,24,sole xylo,10
July,1991,7,26,phei xero,30
July,1991,7,26,sole sp,2
July,1991,7,31,phei xero,35
July,1991,7,33,sole sp,25
July,1991,7,35,sole sp,30
July,1991,7,37,sole xylo,35
July,1991,7,42,cono insa,1
July,1991,7,42,sole sp,35
July,1991,7,44,sole xylo,40
July,1991,7,46,sole xylo,35
July,1991,7,51,phei xero,2
July,1991,7,51,pogo mari,1
July,1991,7,51,sole sp,25
July,1991,7,53,sole xylo,30
July,1991,7,55,phei sita,20
July,1991,7,57,sole xylo,15
July,1991,7,62,cono insa,1
July,1991,7,62,phei xero,15
July,1991,7,62,pogo dese,1
July,1991,7,64,sole xylo,45
July,1991,7,66,phei xero,25
July,1991,7,66,sole xylo,1
July,1991,7,71,sole xylo,40
July,1991,7,73,phei xero,30
July,1991,7,75,sole xylo,50
July,1991,7,77,sole sp,7
July,1991,8,11,cono insa,1
July,1991,8,11,sole xylo,15
July,1991,8,13,phei xero,5
July,1991,8,13,sole xylo,2
July,1991,8,15,cono insa,2
July,1991,8,15,phei xero,12
July,1991,8,15,sole xylo,5
July,1991,8,17,cono insa,1
July,1991,8,17,phei xero,4
July,1991,8,17,sole xylo,1
July,1991,8,22,sole xylo,5
July,1991,8,24,phei xero,4
July,1991,8,24,sole sp,15
July,1991,8,26,phei sita,8
July,1991,8,26,pogo dese,2
July,1991,8,31,cono insa,1
July,1991,8,31,sole xylo,7
July,1991,8,33,cono insa,3
July,1991,8,33,sole xylo,3
July,1991,8,35,phei xero,1
July,1991,8,35,sole xylo,6
July,1991,8,37,phei xero,9
July,1991,8,42,cono insa,2
July,1991,8,42,phei mili,1
July,1991,8,42,phei xero,5
July,1991,8,42,sole xylo,5
July,1991,8,44,cono insa,1
July,1991,8,44,phei xero,3
July,1991,8,44,sole xylo,9
July,1991,8,46,cono insa,1
July,1991,8,46,phei xero,6
July,1991,8,46,sole xylo,2
July,1991,8,51,sole xylo,11
July,1991,8,53,pogo dese,1
July,1991,8,53,sole xylo,20
July,1991,8,55,sole xylo,20
July,1991,8,57,irid prui,1
July,1991,8,57,phei xero,4
July,1991,8,62,sole xylo,12
July,1991,8,64,cono insa,1
July,1991,8,64,phei mili,1
July,1991,8,64,sole xylo,6
July,1991,8,66,cono insa,1
July,1991,8,71,sole xylo,18
July,1991,8,73,cono insa,1
July,1991,8,73,phei dese,1
July,1991,8,73,phei xero,25
July,1991,8,75,sole xylo,30
July,1991,8,77,cono insa,1
July,1991,8,77,phei mili,1
July,1991,8,77,phei xero,15
July,1991,9,11,phei xero,15
July,1991,9,11,pogo mari,2
July,1991,9,13,phei xero,4
July,1991,9,13,sole xylo,13
July,1991,9,15,phei xero,5
July,1991,9,15,pogo dese,2
July,1991,9,15,pogo mari,1
July,1991,9,17,phei xero,22
July,1991,9,17,sole sp,2
July,1991,9,22,phei sita,20
July,1991,9,24,sole xylo,20
July,1991,9,26,phei xero,30
July,1991,9,26,sole xylo,3
July,1991,9,31,phei xero,8
July,1991,9,31,sole sp,10
July,1991,9,33,phei xero,30
July,1991,9,33,pogo mari,1
July,1991,9,35,sole sp,40
July,1991,9,37,sole sp,20
July,1991,9,42,phei xero,7
July,1991,9,42,pogo dese,1
July,1991,9,42,sole xylo,15
July,1991,9,44,phei xero,1
July,1991,9,44,sole sp,10
July,1991,9,44,sole xylo,15
July,1991,9,46,sole xylo,35
July,1991,9,51,pogo dese,1
July,1991,9,51,sole xylo,45
July,1991,9,53,phei xero,45
July,1991,9,55,phei xero,30
July,1991,9,57,phei xero,8
July,1991,9,57,sole xylo,15
July,1991,9,62,sole xylo,25
July,1991,9,64,sole xylo,40
July,1991,9,66,sole xylo,25
July,1991,9,71,phei xero,10
July,1991,9,71,sole sp,10
July,1991,9,73,phei xero,25
July,1991,9,75,phei xero,25
July,1991,9,77,phei sita,5
July,1991,9,77,phei xero,20
July,1991,10,11,phei sita,4
July,1991,10,13,sole xylo,15
July,1991,10,15,cono insa,3
July,1991,10,15,sole xylo,5
July,1991,10,17,sole xylo,3
July,1991,10,22,phei xero,4
July,1991,10,26,pogo dese,1
July,1991,10,26,sole xylo,7
July,1991,10,31,sole xylo,2
July,1991,10,33,phei sita,3
July,1991,10,37,irid prui,1
July,1991,10,42,phei xero,15
July,1991,10,42,pogo imbe,5
July,1991,10,42,sole xylo,2
July,1991,10,44,cono insa,1
July,1991,10,46,phei xero,5
July,1991,10,51,cono insa,2
July,1991,10,51,irid prui,3
July,1991,10,51,phei sita,3
July,1991,10,53,phei xero,2
July,1991,10,55,cono insa,1
July,1991,10,62,phei xero,5
July,1991,10,66,phei xero,3
July,1991,10,71,sole xylo,9
July,1991,10,73,sole xylo,20
July,1991,10,75,phei xero,20
July,1991,10,75,sole xylo,2
July,1991,10,77,sole xylo,15
July,1991,11,11,novo cock,2
July,1991,11,11,phei xero,5
July,1991,11,11,pogo mari,3
July,1991,11,11,sole xylo,5
July,1991,11,13,sole xylo,25
July,1991,11,15,phei xero,30
July,1991,11,15,sole xylo,5
July,1991,11,17,phei sita,10
July,1991,11,17,phei xero,5
July,1991,11,22,cono insa,1
July,1991,11,22,novo cock,1
July,1991,11,22,phei xero,6
July,1991,11,24,sole xylo,50
July,1991,11,26,phei xero,14
July,1991,11,26,sole xylo,6
July,1991,11,31,myrm depi,2
July,1991,11,31,novo cock,7
July,1991,11,31,phei xero,30
July,1991,11,33,sole xylo,30
July,1991,11,35,pogo mari,2
July,1991,11,35,sole xylo,50
July,1991,11,37,sole xylo,10
July,1991,11,42,phei xero,1
July,1991,11,42,sole xylo,4
July,1991,11,44,sole xylo,10
July,1991,11,46,cono insa,1
July,1991,11,46,irid prui,2
July,1991,11,46,phei dese,2
July,1991,11,46,phei sita,4
July,1991,11,46,phei xero,4
July,1991,11,51,cono insa,1
July,1991,11,51,phei xero,8
July,1991,11,51,sole xylo,40
July,1991,11,53,sole xylo,70
July,1991,11,55,cono insa,1
July,1991,11,55,phei xero,5
July,1991,11,55,sole xylo,30
July,1991,11,57,sole xylo,25
July,1991,11,62,cono insa,1
July,1991,11,62,phei xero,2
July,1991,11,62,sole xylo,25
July,1991,11,64,sole sp,80
July,1991,11,66,sole xylo,70
July,1991,11,71,sole xylo,30
July,1991,11,73,cono insa,1
July,1991,11,73,irid prui,1
July,1991,11,73,phei dese,1
July,1991,11,73,phei xero,15
July,1991,11,75,cono insa,1
July,1991,11,75,sole xylo,40
July,1991,11,77,cono insa,2
July,1991,11,77,phei xero,1
July,1991,11,77,sole xylo,7
July,1991,12,11,sole xylo,20
July,1991,12,13,sole xylo,40
July,1991,12,15,sole xylo,30
July,1991,12,22,sole xylo,40
July,1991,12,24,sole xylo,25
July,1991,12,26,sole xylo,50
July,1991,12,33,sole xylo,15
July,1991,12,35,phei dese,5
July,1991,12,37,sole xylo,35
July,1991,12,42,pogo imbe,5
July,1991,12,42,sole xylo,10
July,1991,12,44,sole xylo,15
July,1991,12,46,cono insa,1
July,1991,12,53,cono insa,1
July,1991,12,57,sole xylo,20
July,1991,12,62,phei xero,2
July,1991,12,62,sole xylo,15
July,1991,12,64,sole xylo,15
July,1991,12,66,cono insa,3
July,1991,12,66,phei dese,3
July,1991,12,71,cono insa,1
July,1991,12,71,phei xero,5
July,1991,12,71,pogo imbe,4
July,1991,12,71,sole xylo,10
July,1991,12,73,cono insa,3
July,1991,12,73,phei xero,3
July,1991,12,75,cono insa,1
July,1991,12,77,cono insa,2
July,1991,12,77,sole xylo,20
July,1991,13,11,sole sp,15
July,1991,13,13,sole sp,20
July,1991,13,15,phei dese,10
July,1991,13,17,cono insa,25
July,1991,13,22,sole sp,15
July,1991,13,24,phei xero,5
July,1991,13,26,sole xylo,10
July,1991,13,31,sole xylo,15
July,1991,13,33,phei dese,5
July,1991,13,35,sole sp,15
July,1991,13,37,phei dese,5
July,1991,13,37,phei xero,2
July,1991,13,42,sole sp,25
July,1991,13,44,sole xylo,20
July,1991,13,46,sole xylo,6
July,1991,13,51,cono insa,3
July,1991,13,51,sole sp,5
July,1991,13,55,cono insa,1
July,1991,13,55,sole xylo,1
July,1991,13,57,sole xylo,15
July,1991,13,64,cono insa,1
July,1991,13,73,cono insa,3
July,1991,13,73,phei xero,5
July,1991,13,73,sole sp,5
July,1991,13,75,cono insa,1
July,1991,13,77,cono insa,2
July,1991,13,77,phei sita,6
July,1991,14,11,sole sp,20
July,1991,14,15,sole xylo,15
July,1991,14,17,phei dese,15
July,1991,14,22,phei sita,10
July,1991,14,24,phei xero,15
July,1991,14,26,phei xero,10
July,1991,14,31,sole xylo,15
July,1991,14,33,cono insa,1
July,1991,14,33,phei xero,5
July,1991,14,33,sole sp,10
July,1991,14,35,phei xero,20
July,1991,14,37,cono insa,5
July,1991,14,42,phei xero,5
July,1991,14,44,cono insa,5
July,1991,14,46,sole sp,10
July,1991,14,51,sole sp,5
July,1991,14,53,phei sita,5
July,1991,14,53,sole sp,5
July,1991,14,55,sole sp,10
July,1991,14,57,phei xero,10
July,1991,14,62,sole xylo,10
July,1991,14,64,cono insa,2
July,1991,14,64,sole sp,10
July,1991,14,66,phei xero,5
July,1991,14,66,sole sp,10
July,1991,14,71,phei xero,10
July,1991,14,73,sole sp,20
July,1991,14,75,phei xero,30
July,1991,14,77,phei xero,25
July,1991,15,11,sole sp,15
July,1991,15,13,sole xylo,35
July,1991,15,15,sole sp,15
July,1991,15,17,phei xero,20
July,1991,15,24,sole xylo,40
July,1991,15,26,sole xylo,35
July,1991,15,31,sole sp,25
July,1991,15,33,pogo dese,20
July,1991,15,35,phei xero,3
July,1991,15,35,sole sp,5
July,1991,15,37,phei xero,30
July,1991,15,44,phei xero,5
July,1991,15,46,phei xero,5
July,1991,15,51,sole sp,20
July,1991,15,53,sole xylo,15
July,1991,15,55,cono insa,10
July,1991,15,55,sole sp,20
July,1991,15,62,cono insa,1
July,1991,15,62,sole sp,10
July,1991,15,64,sole xylo,25
July,1991,15,66,sole xylo,25
July,1991,15,73,sole xylo,5
July,1991,15,77,phei dese,5
July,1991,15,77,phei sita,10
July,1991,16,11,phei xero,15
July,1991,16,13,phei dese,10
July,1991,16,15,sole xylo,30
July,1991,16,17,phei xero,35
July,1991,16,22,novo cock,1
July,1991,16,22,sole sp,20
July,1991,16,24,sole xylo,20
July,1991,16,26,phei mili,5
July,1991,16,26,phei xero,2
July,1991,16,31,sole sp,40
July,1991,16,33,sole xylo,25
July,1991,16,35,sole xylo,45
July,1991,16,37,phei xero,1
July,1991,16,37,sole sp,8
July,1991,16,42,cono insa,2
July,1991,16,42,novo cock,1
July,1991,16,42,phei xero,3
July,1991,16,42,sole xylo,5
July,1991,16,44,sole xylo,30
July,1991,16,46,sole sp,14
July,1991,16,51,sole xylo,35
July,1991,16,53,sole xylo,30
July,1991,16,55,sole xylo,35
July,1991,16,57,sole sp,15
July,1991,16,62,sole xylo,25
July,1991,16,64,sole xylo,10
July,1991,16,66,phei xero,30
July,1991,16,71,sole xylo,25
July,1991,16,73,sole xylo,10
July,1991,16,75,sole xylo,20
July,1991,16,77,sole sp,10
July,1991,17,11,sole xylo,10
July,1991,17,15,phei xero,7
July,1991,17,17,sole xylo,3
July,1991,17,22,phei sita,2
July,1991,17,26,cono insa,3
July,1991,17,26,sole xylo,1
July,1991,17,31,cono insa,1
July,1991,17,33,phei mili,1
July,1991,17,35,sole xylo,2
July,1991,17,37,sole xylo,9
July,1991,17,42,cono insa,1
July,1991,17,44,cono insa,1
July,1991,17,44,phei xero,2
July,1991,17,44,sole sp,1
July,1991,17,51,irid prui,1
July,1991,17,53,phei xero,5
July,1991,17,53,sole xylo,2
July,1991,17,55,phei xero,8
July,1991,17,57,cono insa,2
July,1991,17,62,sole xylo,7
July,1991,17,64,phei xero,8
July,1991,17,71,sole xylo,13
July,1991,17,73,cono insa,1
July,1991,17,73,sole sp,2
July,1991,17,75,sole sp,5
July,1991,17,75,sole xylo,10
July,1991,17,77,sole sp,7
July,1991,18,11,phei sita,10
July,1991,18,13,phei xero,10
July,1991,18,15,sole xylo,15
July,1991,18,17,sole xylo,35
July,1991,18,22,phei xero,8
July,1991,18,22,sole xylo,2
July,1991,18,24,phei xero,20
July,1991,18,24,sole xylo,2
July,1991,18,26,phei xero,12
July,1991,18,26,sole xylo,3
July,1991,18,31,phei xero,17
July,1991,18,33,phei xero,2
July,1991,18,33,sole sp,5
July,1991,18,35,phei xero,5
July,1991,18,35,sole sp,15
July,1991,18,37,sole xylo,30
July,1991,18,42,sole xylo,10
July,1991,18,44,cono insa,1
July,1991,18,44,sole xylo,1
July,1991,18,46,sole xylo,8
July,1991,18,51,phei xero,8
July,1991,18,53,phei xero,25
July,1991,18,55,phei xero,12
July,1991,18,57,sole xylo,8
July,1991,18,62,sole xylo,15
July,1991,18,64,sole xylo,13
