day,month,year,period,plot,sampled,effort,qcflag
4,6,1986,100,21,1,49,1
4,6,1986,100,22,1,49,1
4,6,1986,100,23,1,49,1
4,6,1986,100,24,1,49,1
4,7,1986,101,1,1,49,1
4,7,1986,101,2,1,49,1
4,7,1986,101,3,1,49,1
4,7,1986,101,4,1,49,1
4,7,1986,101,5,1,49,1
3,7,1986,101,6,1,49,1
4,7,1986,101,7,1,49,1
4,7,1986,101,8,1,49,1
4,7,1986,101,9,1,49,1
4,7,1986,101,10,1,49,1
4,7,1986,101,11,1,49,1
3,7,1986,101,12,1,49,1
4,7,1986,101,13,1,49,1
3,7,1986,101,14,1,49,1
4,7,1986,101,15,1,49,1
3,7,1986,101,16,1,49,1
3,7,1986,101,17,1,49,1
3,7,1986,101,18,1,49,1
3,7,1986,101,19,1,49,1
3,7,1986,101,20,1,49,1
3,7,1986,101,21,1,49,1
3,7,1986,101,22,1,49,1
3,7,1986,101,23,1,49,1
3,7,1986,101,24,1,49,1
10,8,1986,102,1,1,49,1
10,8,1986,102,2,1,49,1
10,8,1986,102,3,1,49,1
10,8,1986,102,4,1,49,1
10,8,1986,102,5,1,49,1
9,8,1986,102,6,1,49,1
9,8,1986,102,7,1,49,1
10,8,1986,102,8,1,49,1
10,8,1986,102,9,1,49,1
9,8,1986,102,10,1,49,1
10,8,1986,102,11,1,49,1
9,8,1986,102,12,1,49,1
10,8,1986,102,13,1,49,1
9,8,1986,102,14,1,49,1
10,8,1986,102,15,1,49,1
9,8,1986,102,16,1,49,1
9,8,1986,102,17,1,49,1
9,8,1986,102,18,1,49,1
9,8,1986,102,19,1,49,1
9,8,1986,102,20,1,49,1
9,8,1986,102,21,1,49,1
9,8,1986,102,22,1,49,1
9,8,1986,102,23,1,49,1
9,8,1986,102,24,1,49,1
7,9,1986,103,1,1,49,1
7,9,1986,103,2,1,49,1
7,9,1986,103,3,1,49,1
7,9,1986,103,4,1,49,1
7,9,1986,103,5,1,49,1
6,9,1986,103,6,1,49,1
7,9,1986,103,7,1,49,1
7,9,1986,103,8,1,49,1
7,9,1986,103,9,1,49,1
6,9,1986,103,10,1,49,1
7,9,1986,103,11,1,49,1
6,9,1986,103,12,1,49,1
7,9,1986,103,13,1,49,1
6,9,1986,103,14,1,49,1
7,9,1986,103,15,1,49,1
6,9,1986,103,16,1,49,1
6,9,1986,103,17,1,49,1
6,9,1986,103,18,1,49,1
6,9,1986,103,19,1,49,1
6,9,1986,103,20,1,49,1
6,9,1986,103,21,1,49,1
6,9,1986,103,22,1,49,1
6,9,1986,103,23,1,49,1
6,9,1986,103,24,1,49,1
5,10,1986,104,1,1,49,1
5,10,1986,104,2,1,49,1
5,10,1986,104,3,1,49,1
5,10,1986,104,4,1,49,1
5,10,1986,104,5,1,49,1
4,10,1986,104,6,1,49,1
5,10,1986,104,7,1,49,1
5,10,1986,104,8,1,49,1
5,10,1986,104,9,1,49,1
5,10,1986,104,10,1,49,1
5,10,1986,104,11,1,49,1
4,10,1986,104,12,1,49,1
5,10,1986,104,13,1,49,1
4,10,1986,104,14,1,49,1
5,10,1986,104,15,1,49,1
4,10,1986,104,16,1,49,1
4,10,1986,104,17,1,49,1
4,10,1986,104,18,1,49,1
4,10,1986,104,19,1,49,1
4,10,1986,104,20,1,49,1
4,10,1986,104,21,1,49,1
4,10,1986,104,22,1,49,1
4,10,1986,104,23,1,49,1
4,10,1986,104,24,1,49,1
16,11,1986,105,1,1,49,1
16,11,1986,105,2,1,49,1
16,11,1986,105,3,1,49,1
16,11,1986,105,4,1,49,1
16,11,1986,105,5,1,49,1
15,11,1986,105,6,1,49,1
15,11,1986,105,7,1,49,1
16,11,1986,105,8,1,49,1
16,11,1986,105,9,1,49,1
16,11,1986,105,10,1,49,1
16,11,1986,105,11,1,49,1
15,11,1986,105,12,1,49,1
16,11,1986,105,13,1,49,1
15,11,1986,105,14,1,49,1
16,11,1986,105,15,1,49,1
15,11,1986,105,16,1,49,1
15,11,1986,105,17,1,49,1
15,11,1986,105,18,1,49,1
15,11,1986,105,19,1,49,1
15,11,1986,105,20,1,49,1
15,11,1986,105,21,1,49,1
15,11,1986,105,22,1,49,1
15,11,1986,105,23,1,49,1
15,11,1986,105,24,1,49,1
15,12,1986,106,1,1,49,1
15,12,1986,106,2,1,49,1
15,12,1986,106,3,1,49,1
15,12,1986,106,4,1,49,1
15,12,1986,106,5,1,49,1
14,12,1986,106,6,1,49,1
15,12,1986,106,7,1,49,1
15,12,1986,106,8,1,49,1
15,12,1986,106,9,1,49,1
15,12,1986,106,10,1,49,1
15,12,1986,106,11,1,49,1
14,12,1986,106,12,1,49,1
15,12,1986,106,13,1,49,1
14,12,1986,106,14,1,49,1
15,12,1986,106,15,1,49,1
14,12,1986,106,16,1,49,1
14,12,1986,106,17,1,49,1
14,12,1986,106,18,1,49,1
14,12,1986,106,19,1,49,1
14,12,1986,106,20,1,49,1
14,12,1986,106,21,1,49,1
14,12,1986,106,22,1,49,1
14,12,1986,106,23,1,49,1
14,12,1986,106,24,1,49,1
1,2,1987,107,1,1,49,1
1,2,1987,107,2,1,49,1
1,2,1987,107,3,1,49,1
1,2,1987,107,4,1,49,1
1,2,1987,107,5,1,49,1
31,1,1987,107,6,1,49,1
1,2,1987,107,7,1,49,1
1,2,1987,107,8,1,49,1
1,2,1987,107,9,1,49,1
1,2,1987,107,10,1,49,1
1,2,1987,107,11,1,49,1
31,1,1987,107,12,1,49,1
1,2,1987,107,13,1,49,1
31,1,1987,107,14,1,49,1
1,2,1987,107,15,1,49,1
31,1,1987,107,16,1,49,1
31,1,1987,107,17,1,49,1
31,1,1987,107,18,1,49,1
31,1,1987,107,19,1,49,1
31,1,1987,107,20,1,49,1
31,1,1987,107,21,1,49,1
31,1,1987,107,22,1,49,1
31,1,1987,107,23,1,49,1
31,1,1987,107,24,1,49,1
2,3,1987,108,1,1,49,1
2,3,1987,108,2,1,49,1
2,3,1987,108,3,1,49,1
2,3,1987,108,4,1,49,1
2,3,1987,108,5,1,49,1
1,3,1987,108,6,1,49,1
2,3,1987,108,7,1,49,1
2,3,1987,108,8,1,49,1
2,3,1987,108,9,1,49,1
2,3,1987,108,10,1,49,1
2,3,1987,108,11,1,49,1
1,3,1987,108,12,1,49,1
2,3,1987,108,13,1,49,1
1,3,1987,108,14,1,49,1
2,3,1987,108,15,1,49,1
1,3,1987,108,16,1,49,1
1,3,1987,108,17,1,49,1
1,3,1987,108,18,1,49,1
1,3,1987,108,19,1,49,1
1,3,1987,108,20,1,49,1
1,3,1987,108,21,1,49,1
1,3,1987,108,22,1,49,1
1,3,1987,108,23,1,49,1
1,3,1987,108,24,1,49,1
6,4,1987,109,1,1,49,1
6,4,1987,109,2,1,49,1
6,4,1987,109,3,1,49,1
6,4,1987,109,4,1,49,1
6,4,1987,109,5,1,49,1
4,4,1987,109,6,1,49,1
6,4,1987,109,7,1,49,1
6,4,1987,109,8,1,49,1
6,4,1987,109,9,1,49,1
6,4,1987,109,10,1,49,1
6,4,1987,109,11,1,49,1
4,4,1987,109,12,1,49,1
6,4,1987,109,13,1,49,1
4,4,1987,109,14,1,49,1
6,4,1987,109,15,1,49,1
4,4,1987,109,16,1,49,1
4,4,1987,109,17,1,49,1
4,4,1987,109,18,1,49,1
4,4,1987,109,19,1,49,1
4,4,1987,109,20,1,49,1
4,4,1987,109,21,1,49,1
4,4,1987,109,22,1,49,1
4,4,1987,109,23,1,49,1
4,4,1987,109,24,1,49,1
26,4,1987,110,1,1,49,1
26,4,1987,110,2,1,49,1
26,4,1987,110,3,1,49,1
26,4,1987,110,4,1,49,1
26,4,1987,110,5,1,49,1
25,4,1987,110,6,1,49,1
26,4,1987,110,7,1,49,1
26,4,1987,110,8,1,49,1
26,4,1987,110,9,1,49,1
26,4,1987,110,10,1,49,1
26,4,1987,110,11,1,49,1
25,4,1987,110,12,1,49,1
26,4,1987,110,13,1,49,1
25,4,1987,110,14,1,49,1
26,4,1987,110,15,1,49,1
25,4,1987,110,16,1,49,1
25,4,1987,110,17,1,49,1
25,4,1987,110,18,1,49,1
25,4,1987,110,19,1,49,1
25,4,1987,110,20,1,49,1
25,4,1987,110,21,1,49,1
25,4,1987,110,22,1,49,1
25,4,1987,110,23,1,49,1
25,4,1987,110,24,1,49,1
29,5,1987,111,1,1,49,1
29,5,1987,111,2,1,49,1
29,5,1987,111,3,1,49,1
29,5,1987,111,4,1,49,1
29,5,1987,111,5,1,49,1
28,5,1987,111,6,1,49,1
28,5,1987,111,7,1,49,1
29,5,1987,111,8,1,49,1
29,5,1987,111,9,1,49,1
29,5,1987,111,10,1,49,1
29,5,1987,111,11,1,49,1
28,5,1987,111,12,1,49,1
29,5,1987,111,13,1,49,1
28,5,1987,111,14,1,49,1
29,5,1987,111,15,1,49,1
28,5,1987,111,16,1,49,1
29,5,1987,111,17,1,49,1
28,5,1987,111,18,1,49,1
28,5,1987,111,19,1,49,1
28,5,1987,111,20,1,49,1
28,5,1987,111,21,1,49,1
28,5,1987,111,22,1,49,1
28,5,1987,111,23,1,49,1
28,5,1987,111,24,1,49,1
1,7,1987,112,1,1,49,1
1,7,1987,112,2,1,49,1
1,7,1987,112,3,1,49,1
1,7,1987,112,4,1,49,1
1,7,1987,112,5,1,49,1
30,6,1987,112,6,1,49,1
1,7,1987,112,7,1,49,1
1,7,1987,112,8,1,49,1
1,7,1987,112,9,1,49,1
1,7,1987,112,10,1,49,1
1,7,1987,112,11,1,49,1
30,6,1987,112,12,1,49,1
1,7,1987,112,13,1,49,1
30,6,1987,112,14,1,49,1
1,7,1987,112,15,1,49,1
30,6,1987,112,16,1,49,1
30,6,1987,112,17,1,49,1
30,6,1987,112,18,1,49,1
30,6,1987,112,19,1,49,1
30,6,1987,112,20,1,49,1
30,6,1987,112,21,1,49,1
30,6,1987,112,22,1,49,1
30,6,1987,112,23,1,49,1
30,6,1987,112,24,1,49,1
26,7,1987,113,1,1,49,1
26,7,1987,113,2,1,49,1
26,7,1987,113,3,1,49,1
26,7,1987,113,4,1,49,1
26,7,1987,113,5,1,49,1
25,7,1987,113,6,1,49,1
26,7,1987,113,7,1,49,1
26,7,1987,113,8,1,49,1
26,7,1987,113,9,1,49,1
26,7,1987,113,10,1,49,1
26,7,1987,113,11,1,49,1
25,7,1987,113,12,1,49,1
26,7,1987,113,13,1,49,1
25,7,1987,113,14,1,49,1
26,7,1987,113,15,1,49,1
25,7,1987,113,16,1,49,1
25,7,1987,113,17,1,49,1
25,7,1987,113,18,1,49,1
25,7,1987,113,19,1,49,1
25,7,1987,113,20,1,49,1
25,7,1987,113,21,1,49,1
25,7,1987,113,22,1,49,1
25,7,1987,113,23,1,49,1
25,7,1987,113,24,1,49,1
26,8,1987,114,1,1,49,1
26,8,1987,114,2,1,49,1
26,8,1987,114,3,1,49,1
26,8,1987,114,4,1,49,1
26,8,1987,114,5,1,49,1
25,8,1987,114,6,1,49,1
26,8,1987,114,7,1,49,1
26,8,1987,114,8,1,49,1
26,8,1987,114,9,1,49,1
26,8,1987,114,10,1,49,1
26,8,1987,114,11,1,49,1
25,8,1987,114,12,1,49,1
26,8,1987,114,13,1,49,1
25,8,1987,114,14,1,49,1
26,8,1987,114,15,1,49,1
25,8,1987,114,16,1,49,1
25,8,1987,114,17,1,49,1
25,8,1987,114,18,1,49,1
25,8,1987,114,19,1,49,1
25,8,1987,114,20,1,49,1
25,8,1987,114,21,1,49,1
25,8,1987,114,22,1,49,1
25,8,1987,114,23,1,49,1
25,8,1987,114,24,1,49,1
27,9,1987,115,1,1,49,1
27,9,1987,115,2,1,49,1
27,9,1987,115,3,1,49,1
27,9,1987,115,4,1,49,1
27,9,1987,115,5,1,49,1
26,9,1987,115,6,1,49,1
27,9,1987,115,7,1,49,1
27,9,1987,115,8,1,49,1
27,9,1987,115,9,1,49,1
27,9,1987,115,10,1,49,1
27,9,1987,115,11,1,49,1
26,9,1987,115,12,1,49,1
26,9,1987,115,13,1,49,1
26,9,1987,115,14,1,49,1
27,9,1987,115,15,1,49,1
27,9,1987,115,16,1,49,1
26,9,1987,115,17,1,49,1
26,9,1987,115,18,1,49,1
26,9,1987,115,19,1,49,1
26,9,1987,115,20,1,49,1
26,9,1987,115,21,1,49,1
26,9,1987,115,22,1,49,1
26,9,1987,115,23,1,49,1
26,9,1987,115,24,1,49,1
25,10,1987,116,1,1,49,1
25,10,1987,116,2,1,49,1
25,10,1987,116,3,1,49,1
25,10,1987,116,4,1,49,1
25,10,1987,116,5,1,49,1
24,10,1987,116,6,1,49,1
25,10,1987,116,7,1,49,1
25,10,1987,116,8,1,49,1
25,10,1987,116,9,1,49,1
25,10,1987,116,10,1,49,1
25,10,1987,116,11,1,49,1
24,10,1987,116,12,1,49,1
25,10,1987,116,13,1,49,1
24,10,1987,116,14,1,49,1
25,10,1987,116,15,1,49,1
24,10,1987,116,16,1,49,1
24,10,1987,116,17,1,49,1
24,10,1987,116,18,1,49,1
24,10,1987,116,19,1,49,1
24,10,1987,116,20,1,49,1
24,10,1987,116,21,1,49,1
24,10,1987,116,22,1,49,1
24,10,1987,116,23,1,49,1
24,10,1987,116,24,1,49,1
22,11,1987,117,1,1,49,1
22,11,1987,117,2,1,49,1
22,11,1987,117,3,1,49,1
22,11,1987,117,4,1,49,1
22,11,1987,117,5,1,49,1
21,11,1987,117,6,1,49,1
22,11,1987,117,7,1,49,1
22,11,1987,117,8,1,49,1
22,11,1987,117,9,1,49,1
22,11,1987,117,10,1,49,1
22,11,1987,117,11,1,49,1
21,11,1987,117,12,1,49,1
22,11,1987,117,13,1,49,1
21,11,1987,117,14,1,49,1
22,11,1987,117,15,1,49,1
21,11,1987,117,16,1,49,1
21,11,1987,117,17,1,49,1
21,11,1987,117,18,1,49,1
21,11,1987,117,19,1,49,1
21,11,1987,117,20,1,49,1
21,11,1987,117,21,1,49,1
21,11,1987,117,22,1,49,1
21,11,1987,117,23,1,49,1
21,11,1987,117,24,1,49,1
24,1,1988,118,1,1,49,1
24,1,1988,118,2,1,49,1
24,1,1988,118,3,1,49,1
24,1,1988,118,4,1,49,1
24,1,1988,118,5,1,49,1
23,1,1988,118,6,1,49,1
24,1,1988,118,7,1,49,1
24,1,1988,118,8,1,49,1
24,1,1988,118,9,1,49,1
24,1,1988,118,10,1,49,1
24,1,1988,118,11,1,49,1
23,1,1988,118,12,1,49,1
24,1,1988,118,13,1,49,1
23,1,1988,118,14,1,49,1
24,1,1988,118,15,1,49,1
23,1,1988,118,16,1,49,1
23,1,1988,118,17,1,49,1
23,1,1988,118,18,1,49,1
23,1,1988,118,19,1,49,1
23,1,1988,118,20,1,49,1
23,1,1988,118,21,1,49,1
23,1,1988,118,22,1,49,1
23,1,1988,118,23,1,49,1
23,1,1988,118,24,1,49,1
21,2,1988,119,1,1,49,1
22,2,1988,119,2,1,49,1
22,2,1988,119,3,1,49,1
22,2,1988,119,4,1,49,1
22,2,1988,119,5,1,49,1
21,2,1988,119,6,1,49,1
22,2,1988,119,7,1,49,1
22,2,1988,119,8,1,49,1
22,2,1988,119,9,1,49,1
22,2,1988,119,10,1,49,1
22,2,1988,119,11,1,49,1
21,2,1988,119,12,1,49,1
22,2,1988,119,13,1,49,1
22,2,1988,119,14,1,49,1
22,2,1988,119,15,1,49,1
21,2,1988,119,16,1,49,1
21,2,1988,119,17,1,49,1
21,2,1988,119,18,1,49,1
21,2,1988,119,19,1,49,1
21,2,1988,119,20,1,49,1
21,2,1988,119,21,1,49,1
21,2,1988,119,22,1,49,1
21,2,1988,119,23,1,49,1
21,2,1988,119,24,1,49,1
20,3,1988,120,1,1,49,1
21,3,1988,120,2,1,49,1
21,3,1988,120,3,1,49,1
21,3,1988,120,4,1,49,1
21,3,1988,120,5,1,49,1
20,3,1988,120,6,1,49,1
21,3,1988,120,7,1,49,1
21,3,1988,120,8,1,49,1
21,3,1988,120,9,1,49,1
21,3,1988,120,10,1,49,1
21,3,1988,120,11,1,49,1
20,3,1988,120,12,1,49,1
21,3,1988,120,13,1,49,1
20,3,1988,120,14,1,49,1
21,3,1988,120,15,1,49,1
21,3,1988,120,16,1,49,1
20,3,1988,120,17,1,49,1
20,3,1988,120,18,1,49,1
20,3,1988,120,19,1,49,1
20,3,1988,120,20,1,49,1
20,3,1988,120,21,1,49,1
20,3,1988,120,22,1,49,1
20,3,1988,120,23,1,49,1
20,3,1988,120,24,1,49,1
19,4,1988,121,1,1,49,1
19,4,1988,121,2,1,49,1
19,4,1988,121,3,1,49,1
19,4,1988,121,4,1,49,1
19,4,1988,121,5,1,49,1
19,4,1988,121,6,1,49,1
18,4,1988,121,7,1,49,1
18,4,1988,121,8,1,49,1
18,4,1988,121,9,1,49,1
18,4,1988,121,10,1,49,1
19,4,1988,121,11,1,49,1
19,4,1988,121,12,1,49,1
18,4,1988,121,13,1,49,1
18,4,1988,121,14,1,49,1
18,4,1988,121,15,1,49,1
18,4,1988,121,16,1,49,1
18,4,1988,121,17,1,49,1
18,4,1988,121,18,1,49,1
17,4,1988,121,19,1,49,1
17,4,1988,121,20,1,49,1
17,4,1988,121,21,1,49,1
17,4,1988,121,22,1,49,1
17,4,1988,121,23,1,49,1
17,4,1988,121,24,1,49,1
14,5,1988,122,1,1,49,1
15,5,1988,122,2,1,49,1
15,5,1988,122,3,1,49,1
15,5,1988,122,4,1,49,1
15,5,1988,122,5,1,49,1
14,5,1988,122,6,1,49,1
15,5,1988,122,7,1,49,1
15,5,1988,122,8,1,49,1
15,5,1988,122,9,1,49,1
14,5,1988,122,10,1,49,1
15,5,1988,122,11,1,49,1
14,5,1988,122,12,1,49,1
15,5,1988,122,13,1,49,1
15,5,1988,122,14,1,49,1
15,5,1988,122,15,1,49,1
14,5,1988,122,16,1,49,1
14,5,1988,122,17,1,49,1
14,5,1988,122,18,1,49,1
14,5,1988,122,19,1,49,1
14,5,1988,122,20,1,49,1
14,5,1988,122,21,1,49,1
14,5,1988,122,22,1,49,1
14,5,1988,122,23,1,49,1
14,5,1988,122,24,1,49,1
11,6,1988,123,1,1,49,1
12,6,1988,123,2,1,49,1
12,6,1988,123,3,1,49,1
12,6,1988,123,4,1,49,1
12,6,1988,123,5,1,49,1
11,6,1988,123,6,1,49,1
12,6,1988,123,7,1,49,1
12,6,1988,123,8,1,49,1
12,6,1988,123,9,1,49,1
11,6,1988,123,10,1,49,1
12,6,1988,123,11,1,49,1
11,6,1988,123,12,1,49,1
12,6,1988,123,13,1,49,1
12,6,1988,123,14,1,49,1
12,6,1988,123,15,1,49,1
11,6,1988,123,16,1,49,1
11,6,1988,123,17,1,49,1
11,6,1988,123,18,1,49,1
11,6,1988,123,19,1,49,1
11,6,1988,123,20,1,49,1
11,6,1988,123,21,1,49,1
11,6,1988,123,22,1,49,1
11,6,1988,123,23,1,49,1
11,6,1988,123,24,1,49,1
14,7,1988,124,1,1,49,1
15,7,1988,124,2,1,49,1
15,7,1988,124,3,1,49,1
15,7,1988,124,4,1,49,1
15,7,1988,124,5,1,49,1
14,7,1988,124,6,1,49,1
15,7,1988,124,7,1,49,1
15,7,1988,124,8,1,49,1
15,7,1988,124,9,1,49,1
15,7,1988,124,10,1,49,1
15,7,1988,124,11,1,49,1
14,7,1988,124,12,1,49,1
15,7,1988,124,13,1,49,1
15,7,1988,124,14,1,49,1
15,7,1988,124,15,1,49,1
14,7,1988,124,16,1,49,1
14,7,1988,124,17,1,49,1
14,7,1988,124,18,1,49,1
14,7,1988,124,19,1,49,1
14,7,1988,124,20,1,49,1
14,7,1988,124,21,1,49,1
14,7,1988,124,22,1,49,1
14,7,1988,124,23,1,49,1
14,7,1988,124,24,1,49,1
9,8,1988,125,1,1,49,1
10,8,1988,125,2,1,49,1
10,8,1988,125,3,1,49,1
10,8,1988,125,4,1,49,1
10,8,1988,125,5,1,49,1
9,8,1988,125,6,1,49,1
10,8,1988,125,7,1,49,1
10,8,1988,125,8,1,49,1
10,8,1988,125,9,1,49,1
10,8,1988,125,10,1,49,1
10,8,1988,125,11,1,49,1
9,8,1988,125,12,1,49,1
10,8,1988,125,13,1,49,1
10,8,1988,125,14,1,49,1
10,8,1988,125,15,1,49,1
9,8,1988,125,16,1,49,1
9,8,1988,125,17,1,49,1
9,8,1988,125,18,1,49,1
9,8,1988,125,19,1,49,1
9,8,1988,125,20,1,49,1
9,8,1988,125,21,1,49,1
9,8,1988,125,22,1,49,1
9,8,1988,125,23,1,49,1
9,8,1988,125,24,1,49,1
11,9,1988,126,1,1,49,1
12,9,1988,126,2,1,49,1
12,9,1988,126,3,1,49,1
12,9,1988,126,4,1,49,1
12,9,1988,126,5,1,49,1
11,9,1988,126,6,1,49,1
12,9,1988,126,7,1,49,1
12,9,1988,126,8,1,49,1
12,9,1988,126,9,1,49,1
12,9,1988,126,10,1,49,1
12,9,1988,126,11,1,49,1
11,9,1988,126,12,1,49,1
12,9,1988,126,13,1,49,1
12,9,1988,126,14,1,49,1
12,9,1988,126,15,1,49,1
11,9,1988,126,16,1,49,1
11,9,1988,126,17,1,49,1
11,9,1988,126,18,1,49,1
11,9,1988,126,19,1,49,1
11,9,1988,126,20,1,49,1
11,9,1988,126,21,1,49,1
11,9,1988,126,22,1,49,1
11,9,1988,126,23,1,49,1
11,9,1988,126,24,1,49,1
8,10,1988,127,1,1,49,1
9,10,1988,127,2,1,49,1
9,10,1988,127,3,1,49,1
9,10,1988,127,4,1,49,1
9,10,1988,127,5,1,49,1
8,10,1988,127,6,1,49,1
9,10,1988,127,7,1,49,1
9,10,1988,127,8,1,49,1
9,10,1988,127,9,1,49,1
9,10,1988,127,10,1,49,1
9,10,1988,127,11,1,49,1
8,10,1988,127,12,1,49,1
9,10,1988,127,13,1,49,1
9,10,1988,127,14,1,49,1
9,10,1988,127,15,1,49,1
8,10,1988,127,16,1,49,1
8,10,1988,127,17,1,49,1
8,10,1988,127,18,1,49,1
8,10,1988,127,19,1,49,1
8,10,1988,127,20,1,49,1
8,10,1988,127,21,1,49,1
8,10,1988,127,22,1,49,1
8,10,1988,127,23,1,49,1
8,10,1988,127,24,1,49,1
5,11,1988,128,1,1,49,1
6,11,1988,128,2,1,49,1
6,11,1988,128,3,1,49,1
6,11,1988,128,4,1,49,1
6,11,1988,128,5,1,49,1
5,11,1988,128,6,1,49,1
6,11,1988,128,7,1,49,1
6,11,1988,128,8,1,49,1
6,11,1988,128,9,1,49,1
6,11,1988,128,10,1,49,1
6,11,1988,128,11,1,49,1
5,11,1988,128,12,1,49,1
6,11,1988,128,13,1,49,1
6,11,1988,128,14,1,49,1
6,11,1988,128,15,1,49,1
5,11,1988,128,16,1,49,1
5,11,1988,128,17,1,49,1
5,11,1988,128,18,1,49,1
5,11,1988,128,19,1,49,1
5,11,1988,128,20,1,49,1
5,11,1988,128,21,1,49,1
5,11,1988,128,22,1,49,1
5,11,1988,128,23,1,49,1
5,11,1988,128,24,1,49,1
13,12,1988,129,1,1,49,1
14,12,1988,129,2,1,49,1
14,12,1988,129,3,1,49,1
14,12,1988,129,4,1,49,1
14,12,1988,129,5,1,49,1
13,12,1988,129,6,1,49,1
14,12,1988,129,7,1,49,1
14,12,1988,129,8,1,49,1
14,12,1988,129,9,1,49,1
14,12,1988,129,10,1,49,1
14,12,1988,129,11,1,49,1
13,12,1988,129,12,1,49,1
14,12,1988,129,13,1,49,1
14,12,1988,129,14,1,49,1
14,12,1988,129,15,1,49,1
13,12,1988,129,16,1,49,1
13,12,1988,129,17,1,49,1
13,12,1988,129,18,1,49,1
13,12,1988,129,19,1,49,1
13,12,1988,129,20,1,49,1
13,12,1988,129,21,1,49,1
13,12,1988,129,22,1,49,1
13,12,1988,129,23,1,49,1
13,12,1988,129,24,1,49,1
10,1,1989,130,1,1,49,1
11,1,1989,130,2,1,49,1
11,1,1989,130,3,1,49,1
11,1,1989,130,4,1,49,1
11,1,1989,130,5,1,49,1
10,1,1989,130,6,1,49,1
11,1,1989,130,7,1,49,1
11,1,1989,130,8,1,49,1
11,1,1989,130,9,1,49,1
11,1,1989,130,10,1,49,1
11,1,1989,130,11,1,49,1
10,1,1989,130,12,1,49,1
11,1,1989,130,13,1,49,1
11,1,1989,130,14,1,49,1
11,1,1989,130,15,1,49,1
10,1,1989,130,16,1,49,1
10,1,1989,130,17,1,49,1
10,1,1989,130,18,1,49,1
10,1,1989,130,19,1,49,1
10,1,1989,130,20,1,49,1
10,1,1989,130,21,1,49,1
10,1,1989,130,22,1,49,1
10,1,1989,130,23,1,49,1
10,1,1989,130,24,1,49,1
4,2,1989,131,1,1,49,1
5,2,1989,131,2,1,49,1
5,2,1989,131,3,1,49,1
5,2,1989,131,4,1,49,1
5,2,1989,131,5,1,49,1
4,2,1989,131,6,1,49,1
5,2,1989,131,7,1,49,1
5,2,1989,131,8,1,49,1
5,2,1989,131,9,1,49,1
5,2,1989,131,10,1,49,1
5,2,1989,131,11,1,49,1
4,2,1989,131,12,1,49,1
5,2,1989,131,13,1,49,1
5,2,1989,131,14,1,49,1
5,2,1989,131,15,1,49,1
4,2,1989,131,16,1,49,1
4,2,1989,131,17,1,49,1
4,2,1989,131,18,1,49,1
4,2,1989,131,19,1,49,1
4,2,1989,131,20,1,49,1
4,2,1989,131,21,1,49,1
4,2,1989,131,22,1,49,1
4,2,1989,131,23,1,49,1
4,2,1989,131,24,1,49,1
12,3,1989,132,1,1,49,1
13,3,1989,132,2,1,49,1
14,3,1989,132,3,1,49,1
14,3,1989,132,4,1,49,1
13,3,1989,132,5,1,49,1
12,3,1989,132,6,1,49,1
12,3,1989,132,7,1,49,1
14,3,1989,132,8,1,49,1
14,3,1989,132,9,1,49,1
14,3,1989,132,10,1,49,1
13,3,1989,132,11,1,49,1
12,3,1989,132,12,1,49,1
13,3,1989,132,13,1,49,1
14,3,1989,132,14,1,49,1
14,3,1989,132,15,1,49,1
14,3,1989,132,16,1,49,1
13,3,1989,132,17,1,49,1
13,3,1989,132,18,1,49,1
12,3,1989,132,19,1,49,1
13,3,1989,132,20,1,49,1
13,3,1989,132,21,1,49,1
12,3,1989,132,22,1,49,1
12,3,1989,132,23,1,49,1
12,3,1989,132,24,1,49,1
1,4,1989,133,1,1,49,1
1,4,1989,133,2,1,49,1
1,4,1989,133,3,1,49,1
1,4,1989,133,4,1,49,1
1,4,1989,133,5,1,49,1
1,4,1989,133,6,1,49,1
2,4,1989,133,7,1,49,1
1,4,1989,133,8,1,49,1
1,4,1989,133,9,1,49,1
1,4,1989,133,10,1,49,1
1,4,1989,133,11,1,49,1
1,4,1989,133,12,1,49,1
2,4,1989,133,13,1,49,1
2,4,1989,133,14,1,49,1
2,4,1989,133,15,1,49,1
2,4,1989,133,16,1,49,1
2,4,1989,133,17,1,49,1
2,4,1989,133,18,1,49,1
2,4,1989,133,19,1,49,1
2,4,1989,133,20,1,49,1
2,4,1989,133,21,1,49,1
2,4,1989,133,22,1,49,1
2,4,1989,133,23,1,49,1
1,4,1989,133,24,1,49,1
9,5,1989,134,1,1,49,1
10,5,1989,134,2,1,49,1
11,5,1989,134,3,1,49,1
11,5,1989,134,4,1,49,1
11,5,1989,134,5,1,49,1
11,5,1989,134,6,1,49,1
9,5,1989,134,7,1,49,1
11,5,1989,134,8,1,49,1
11,5,1989,134,9,1,49,1
10,5,1989,134,10,1,49,1
10,5,1989,134,11,1,49,1
10,5,1989,134,12,1,49,1
10,5,1989,134,13,1,49,1
11,5,1989,134,14,1,49,1
11,5,1989,134,15,1,49,1
10,5,1989,134,16,1,49,1
10,5,1989,134,17,1,49,1
10,5,1989,134,18,1,49,1
9,5,1989,134,19,1,49,1
9,5,1989,134,20,1,49,1
9,5,1989,134,21,1,49,1
9,5,1989,134,22,1,49,1
9,5,1989,134,23,1,49,1
9,5,1989,134,24,1,49,1
3,6,1989,135,1,1,49,1
4,6,1989,135,2,1,49,1
