year,season,plot,quadrat,species,abundance,cover,cf,notes
1997,winter,20,75,erio aber,18,,,
1997,winter,20,75,erod cicu,1,,,
1997,winter,20,75,hapl grac,29,,,
1997,winter,20,75,lapp redo,1,,,
1997,winter,20,75,lina bige,1,,,
1997,winter,20,75,micr lene,3,,,
1997,winter,20,75,oeno prim,1,,,
1997,winter,20,77,astr nutt,1,,,
1997,winter,20,77,chae stev,1,,,
1997,winter,20,77,desc pinn,1,,,
1997,winter,20,77,eria diff,1,,,
1997,winter,20,77,erio aber,28,,,
1997,winter,20,77,erod cicu,11,,,
1997,winter,20,77,hapl grac,8,,,
1997,winter,20,77,lapp redo,1,,,
1997,winter,20,77,lina bige,2,,,
1997,winter,20,77,micr lene,1,,,
1997,winter,20,77,phac ariz,4,,,
1997,winter,21,11,astr nutt,9,,,
1997,winter,21,11,chae stev,10,,,
1997,winter,21,11,eria diff,2,,,
1997,winter,21,11,erio aber,5,,,
1997,winter,21,11,erod cicu,13,,,
1997,winter,21,11,hapl grac,14,,,
1997,winter,21,11,lesq gord,7,,,
1997,winter,21,11,mala fend,1,,,
1997,winter,21,11,micr lene,2,,,
1997,winter,21,11,phac ariz,1,,,
1997,winter,21,13,chae stev,24,,,
1997,winter,21,13,cryp micr,9,,,
1997,winter,21,13,eria diff,3,,,
1997,winter,21,13,erio aber,4,,,
1997,winter,21,13,erod cicu,1,,,
1997,winter,21,13,hapl grac,3,,,
1997,winter,21,13,lupi conc,2,,,
1997,winter,21,13,lupi sp2,2,,,
1997,winter,21,15,astr nutt,9,,,
1997,winter,21,15,bail mult,1,,,
1997,winter,21,15,chae stev,1,,,
1997,winter,21,15,cryp micr,1,,,
1997,winter,21,15,erio aber,8,,,
1997,winter,21,15,erod cicu,7,,,
1997,winter,21,15,erod texa,1,,,
1997,winter,21,15,hapl grac,18,,,
1997,winter,21,15,hapl spin,1,,,
1997,winter,21,15,lesq gord,1,,,
1997,winter,21,15,mala fend,1,,,
1997,winter,21,15,plan purs,1,,,
1997,winter,21,17,astr nutt,37,,,
1997,winter,21,17,ephe trif,1,,,
1997,winter,21,17,erod cicu,51,,,
1997,winter,21,17,esch mexi,2,,,
1997,winter,21,17,hapl grac,3,,,
1997,winter,21,17,lesq gord,7,,,
1997,winter,21,17,micr lene,1,,,
1997,winter,21,31,astr nutt,12,,,
1997,winter,21,31,chae stev,1,,,
1997,winter,21,31,erio aber,4,,,
1997,winter,21,31,erod cicu,85,,,
1997,winter,21,31,hapl grac,4,,,
1997,winter,21,31,lesq gord,1,,,
1997,winter,21,31,micr lene,1,,,
1997,winter,21,31,plan purs,1,,,
1997,winter,21,33,astr nutt,8,,,
1997,winter,21,33,chae stev,13,,,
1997,winter,21,33,erio aber,1,,,
1997,winter,21,33,erod cicu,2,,,
1997,winter,21,33,hapl grac,6,,,
1997,winter,21,33,lesq gord,2,,,
1997,winter,21,35,bahi absi,1,,,
1997,winter,21,35,chae stev,8,,,
1997,winter,21,35,eria diff,1,,,
1997,winter,21,35,erio aber,3,,,
1997,winter,21,35,erod cicu,11,,,
1997,winter,21,35,hapl grac,7,,,
1997,winter,21,35,lapp redo,4,,,
1997,winter,21,35,lesq gord,21,,,
1997,winter,21,35,lupi conc,1,,,
1997,winter,21,37,acac cons,1,,,
1997,winter,21,37,astr nutt,66,,,
1997,winter,21,37,chae stev,12,,,
1997,winter,21,37,eria diff,1,,,
1997,winter,21,37,esch mexi,1,,,
1997,winter,21,37,hapl grac,1,,,
1997,winter,21,37,lepi lasi,1,,,
1997,winter,21,37,lesq gord,19,,,
1997,winter,21,37,lupi conc,1,,,
1997,winter,21,37,vulp octo,1,,,
1997,winter,21,51,astr nutt,27,,,
1997,winter,21,51,chae stev,5,,,
1997,winter,21,51,cryp micr,1,,,
1997,winter,21,51,eria diff,3,,,
1997,winter,21,51,erio aber,2,,,
1997,winter,21,51,erod cicu,6,,,
1997,winter,21,51,esch mexi,5,,,
1997,winter,21,51,hapl grac,13,,,
1997,winter,21,51,hapl tenu,1,,,
1997,winter,21,51,lapp redo,1,,,
1997,winter,21,51,lesq gord,8,,,
1997,winter,21,51,lupi conc,1,,,
1997,winter,21,51,lupi sp2,1,,,
1997,winter,21,53,astr nutt,5,,,
1997,winter,21,53,chae stev,1,,,
1997,winter,21,53,chen frem,1,,,
1997,winter,21,53,erod cicu,7,,,
1997,winter,21,53,esch mexi,4,,,
1997,winter,21,53,hapl grac,4,,,
1997,winter,21,53,lesq gord,8,,,
1997,winter,21,53,lupi conc,1,,,
1997,winter,21,55,astr nutt,15,,,
1997,winter,21,55,chae stev,3,,,
1997,winter,21,55,cryp micr,1,,,
1997,winter,21,55,erio aber,1,,,
1997,winter,21,55,esch mexi,24,,,
1997,winter,21,55,guti saro,1,,,
1997,winter,21,55,hapl grac,4,,,
1997,winter,21,55,lepi lasi,1,,,
1997,winter,21,55,lesq gord,14,,,
1997,winter,21,55,lina bige,1,,,
1997,winter,21,55,micr lene,2,,,
1997,winter,21,55,phac ariz,2,,,
1997,winter,21,55,step exig,1,,,
1997,winter,21,57,astr nutt,13,,,
1997,winter,21,57,chae stev,2,,,
1997,winter,21,57,eria diff,1,,,
1997,winter,21,57,erod cicu,4,,,
1997,winter,21,57,esch mexi,8,,,
1997,winter,21,57,gili sinu,1,,,
1997,winter,21,57,lepi lasi,1,,,
1997,winter,21,57,lesq gord,16,,,
1997,winter,21,71,astr nutt,11,,,
1997,winter,21,71,chae stev,6,,,
1997,winter,21,71,eria diff,4,,,
1997,winter,21,71,erio aber,1,,,
1997,winter,21,71,esch mexi,2,,,
1997,winter,21,71,hapl grac,3,,,
1997,winter,21,71,lina bige,1,,,
1997,winter,21,73,chae stev,9,,,
1997,winter,21,73,erod cicu,31,,,
1997,winter,21,75,astr nutt,25,,,
1997,winter,21,75,chae stev,1,,,
1997,winter,21,75,crot cory,2,,,
1997,winter,21,75,cryp micr,1,,,
1997,winter,21,75,eria diff,1,,,
1997,winter,21,75,erio aber,1,,,
1997,winter,21,75,erod cicu,70,,,
1997,winter,21,75,esch mexi,1,,,
1997,winter,21,75,hapl grac,6,,,
1997,winter,21,75,lapp redo,1,,,
1997,winter,21,75,lina bige,9,,,
1997,winter,21,75,lupi conc,1,,,
1997,winter,21,75,micr lene,5,,,
1997,winter,21,75,plan purs,2,,,
1997,winter,21,77,astr nutt,48,,,
1997,winter,21,77,chae stev,1,,,
1997,winter,21,77,cryp micr,2,,,
1997,winter,21,77,eria diff,1,,,
1997,winter,21,77,erio aber,1,,,
1997,winter,21,77,erod cicu,3,,,
1997,winter,21,77,erod texa,1,,,
1997,winter,21,77,esch mexi,21,,,
1997,winter,21,77,gili sinu,1,,,
1997,winter,21,77,hapl grac,7,,,
1997,winter,21,77,hapl tenu,2,,,
1997,winter,21,77,lepi lasi,1,,,
1997,winter,21,77,lesq gord,10,,,
1997,winter,21,77,lina bige,4,,,
1997,winter,21,77,lupi conc,1,,,
1997,winter,21,77,micr lene,3,,,
1997,winter,21,77,oeno prim,2,,,
1997,winter,21,77,phac ariz,3,,,
1997,winter,21,77,plan purs,1,,,
1997,winter,22,11,chae stev,1,,,
1997,winter,22,11,eria diff,5,,,
1997,winter,22,11,erio aber,8,,,
1997,winter,22,11,erod cicu,16,,,
1997,winter,22,11,esch mexi,4,,,
1997,winter,22,11,hapl grac,10,,,
1997,winter,22,11,hapl spin,1,,,
1997,winter,22,11,hapl tenu,1,,,
1997,winter,22,11,lupi sp2,1,,,
1997,winter,22,11,plan purs,1,,,
1997,winter,22,13,chae stev,16,,,
1997,winter,22,13,cryp micr,7,,,
1997,winter,22,13,eria diff,5,,,
1997,winter,22,13,erio aber,14,,,
1997,winter,22,13,erod cicu,34,,,
1997,winter,22,13,esch mexi,3,,,
1997,winter,22,13,gili sinu,1,,,
1997,winter,22,13,guti saro,6,,,
1997,winter,22,13,hapl grac,11,,,
1997,winter,22,13,hapl spin,2,,,
1997,winter,22,13,micr lene,1,,,
1997,winter,22,13,phac ariz,1,,,
1997,winter,22,13,plan purs,6,,,
1997,winter,22,15,eria diff,4,,,
1997,winter,22,15,erio aber,3,,,
1997,winter,22,15,erod cicu,1,,,
1997,winter,22,15,esch mexi,7,,,
1997,winter,22,15,hapl grac,1,,,
1997,winter,22,15,hapl tenu,1,,,
1997,winter,22,15,micr lene,3,,,
1997,winter,22,15,plan purs,1,,,
1997,winter,22,15,vulp octo,2,,,
1997,winter,22,17,chae stev,4,,,
1997,winter,22,17,cryp micr,5,,,
1997,winter,22,17,eria diff,7,,,
1997,winter,22,17,erio aber,12,,,
1997,winter,22,17,esch mexi,3,,,
1997,winter,22,17,gili sinu,1,,,
1997,winter,22,17,hapl grac,4,,,
1997,winter,22,17,hapl tenu,26,,,
1997,winter,22,17,pect sp,2,,,
1997,winter,22,17,phac ariz,1,,,
1997,winter,22,17,plan purs,3,,,
1997,winter,22,17,sper echi,3,,,
1997,winter,22,17,vulp octo,7,,,
1997,winter,22,31,chae stev,1,,,
1997,winter,22,31,eria diff,14,,,
1997,winter,22,31,erio aber,9,,,
1997,winter,22,31,erod cicu,19,,,
1997,winter,22,31,esch mexi,6,,,
1997,winter,22,31,hapl grac,12,,,
1997,winter,22,31,hapl tenu,5,,,
1997,winter,22,31,lina bige,1,,,
1997,winter,22,31,phac ariz,1,,,
1997,winter,22,31,plan purs,2,,,
1997,winter,22,31,sper echi,7,,,
1997,winter,22,33,astr nutt,1,,,
1997,winter,22,33,bail mult,1,,,
1997,winter,22,33,chae stev,1,,,
1997,winter,22,33,crot cory,1,,,
1997,winter,22,33,cryp micr,2,,,
1997,winter,22,33,desc pinn,2,,,
1997,winter,22,33,eria diff,2,,,
1997,winter,22,33,erio aber,10,,,
1997,winter,22,33,erod cicu,1,,,
1997,winter,22,33,esch mexi,14,,,
1997,winter,22,33,hapl grac,2,,,
1997,winter,22,33,hapl tenu,2,,,
1997,winter,22,33,lina bige,1,,,
1997,winter,22,33,plan purs,1,,,
1997,winter,22,33,sper echi,1,,,
1997,winter,22,33,vulp octo,6,,,
1997,winter,22,35,cryp cras,2,,,
1997,winter,22,35,cryp micr,1,,,
1997,winter,22,35,eria diff,1,,,
1997,winter,22,35,erod cicu,3,,,
1997,winter,22,35,hapl grac,3,,,
1997,winter,22,35,hapl tenu,17,,,
1997,winter,22,35,lapp redo,25,,,
1997,winter,22,35,micr lene,1,,,
1997,winter,22,35,pect sp,8,,,
1997,winter,22,35,sper echi,9,,,
1997,winter,22,35,spha laxa,1,,,
1997,winter,22,35,vulp octo,6,,,
1997,winter,22,37,astr allo,1,,,
1997,winter,22,37,chae stev,2,,,
1997,winter,22,37,eria diff,3,,,
1997,winter,22,37,erio aber,25,,,
1997,winter,22,37,esch mexi,6,,,
1997,winter,22,37,hapl grac,4,,,
1997,winter,22,37,hapl tenu,4,,,
1997,winter,22,37,pect sp,1,,,
1997,winter,22,37,sper echi,2,,,
1997,winter,22,37,vulp octo,6,,,
1997,winter,22,51,chae stev,9,,,
1997,winter,22,51,cryp cras,1,,,
1997,winter,22,51,cryp micr,1,,,
1997,winter,22,51,eria diff,1,,,
1997,winter,22,51,erio aber,26,,,
1997,winter,22,51,erod cicu,12,,,
1997,winter,22,51,esch mexi,1,,,
1997,winter,22,51,guti saro,2,,,
1997,winter,22,51,hapl grac,2,,,
1997,winter,22,51,hapl spin,3,,,
1997,winter,22,51,hapl tenu,5,,,
1997,winter,22,51,lina bige,1,,,
1997,winter,22,51,micr lene,2,,,
1997,winter,22,51,phac ariz,2,,,
1997,winter,22,51,plan purs,4,,,
1997,winter,22,51,sper echi,4,,,
1997,winter,22,51,vulp octo,2,,,
1997,winter,22,53,crot cory,3,,,
1997,winter,22,53,cryp micr,12,,,
1997,winter,22,53,eria diff,1,,,
1997,winter,22,53,erig dive,1,,,
1997,winter,22,53,erio aber,3,,,
1997,winter,22,53,erod cicu,2,,,
1997,winter,22,53,esch mexi,10,,,
1997,winter,22,53,gili sinu,1,,,
1997,winter,22,53,hapl grac,1,,,
1997,winter,22,53,hapl tenu,1,,,
1997,winter,22,53,lina bige,3,,,
1997,winter,22,53,micr lene,1,,,
1997,winter,22,53,plan purs,2,,,
1997,winter,22,53,sper echi,6,,,
1997,winter,22,53,vulp octo,7,,,
1997,winter,22,55,andr occi,17,,,
1997,winter,22,55,cryp cras,5,,,
1997,winter,22,55,cryp micr,18,,,
1997,winter,22,55,desc pinn,1,,,
1997,winter,22,55,eria diff,1,,,
1997,winter,22,55,erio aber,4,,,
1997,winter,22,55,esch mexi,4,,,
1997,winter,22,55,hapl tenu,3,,,
1997,winter,22,55,lina bige,4,,,
1997,winter,22,55,micr lene,10,,,
1997,winter,22,55,sper echi,6,,,
1997,winter,22,55,step exig,2,,,
1997,winter,22,55,vulp octo,5,,,
1997,winter,22,57,cryp cras,3,,,
1997,winter,22,57,cryp micr,3,,,
1997,winter,22,57,dich pulc,1,,,
1997,winter,22,57,erio aber,9,,,
1997,winter,22,57,esch mexi,4,,,
1997,winter,22,57,guti saro,3,,,
1997,winter,22,57,hapl tenu,3,,,
1997,winter,22,57,micr lene,5,,,
1997,winter,22,57,pect sp,1,,,
1997,winter,22,57,phac ariz,5,,,
1997,winter,22,57,sper echi,7,,,
1997,winter,22,57,vulp octo,2,,,
1997,winter,22,71,astr allo,1,,,
1997,winter,22,71,chae stev,1,,,
1997,winter,22,71,cryp micr,14,,,
1997,winter,22,71,eria diff,2,,,
1997,winter,22,71,esch mexi,3,,,
1997,winter,22,71,hapl spin,1,,,
1997,winter,22,71,micr lene,8,,,
1997,winter,22,71,sper echi,7,,,
1997,winter,22,71,step exig,2,,,
1997,winter,22,71,vulp octo,6,,,
1997,winter,22,73,cryp micr,26,,,
1997,winter,22,73,erod cicu,15,,,
1997,winter,22,73,esch mexi,7,,,
1997,winter,22,73,hapl grac,5,,,
1997,winter,22,73,hapl spin,4,,,
1997,winter,22,73,micr lene,5,,,
1997,winter,22,73,plan purs,2,,,
1997,winter,22,73,sper echi,10,,,
1997,winter,22,73,vulp octo,5,,,
1997,winter,22,75,cass bauh,3,,,
1997,winter,22,75,cryp micr,2,,,
1997,winter,22,75,eria diff,2,,,
1997,winter,22,75,erio aber,1,,,
1997,winter,22,75,erod cicu,1,,,
1997,winter,22,75,esch mexi,5,,,
1997,winter,22,75,guti saro,1,,,
1997,winter,22,75,hapl grac,2,,,
1997,winter,22,75,hapl tenu,15,,,
1997,winter,22,75,lina bige,2,,,
1997,winter,22,75,sper echi,2,,,
1997,winter,22,75,trid pulc,1,,,
1997,winter,22,75,vulp octo,26,,,
1997,winter,22,77,chae stev,2,,,
1997,winter,22,77,cryp cras,1,,,
1997,winter,22,77,cryp micr,1,,,
1997,winter,22,77,desc pinn,1,,,
1997,winter,22,77,eria diff,6,,,
1997,winter,22,77,erio aber,48,,,
1997,winter,22,77,erod cicu,8,,,
1997,winter,22,77,esch mexi,7,,,
1997,winter,22,77,hapl grac,4,,,
1997,winter,22,77,lina bige,1,,,
1997,winter,22,77,phac ariz,11,,,
1997,winter,22,77,sper echi,3,,,
1997,winter,22,77,vulp octo,3,,,
1997,winter,23,11,erod cicu,217,,,
1997,winter,23,13,astr nutt,61,,,
1997,winter,23,13,erod cicu,132,,,
1997,winter,23,13,lesq gord,21,,,
1997,winter,23,13,vulp octo,1,,,
1997,winter,23,15,astr nutt,3,,,
1997,winter,23,15,chae stev,5,,,
1997,winter,23,15,cryp micr,9,,,
1997,winter,23,15,eria diff,1,,,
1997,winter,23,15,erod cicu,13,,,
1997,winter,23,15,hapl tenu,1,,,
1997,winter,23,15,lina bige,2,,,
1997,winter,23,15,vulp octo,8,,,
1997,winter,23,17,astr nutt,14,,,
1997,winter,23,17,chae stev,1,,,
1997,winter,23,17,cryp micr,19,,,
1997,winter,23,17,eria diff,1,,,
1997,winter,23,17,erio aber,4,,,
1997,winter,23,17,erod cicu,8,,,
1997,winter,23,17,esch mexi,1,,,
1997,winter,23,17,hapl grac,5,,,
1997,winter,23,17,lina bige,9,,,
1997,winter,23,17,micr lene,3,,,
1997,winter,23,17,oeno prim,1,,,
1997,winter,23,17,phac ariz,1,,,
1997,winter,23,17,vulp octo,6,,,
1997,winter,23,31,astr nutt,31,,,
1997,winter,23,31,eria diff,2,,,
1997,winter,23,31,erod cicu,82,,,
1997,winter,23,33,astr nutt,32,,,
1997,winter,23,33,chae stev,4,,,
1997,winter,23,33,erio aber,3,,,
1997,winter,23,33,erod cicu,25,,,
1997,winter,23,33,esch mexi,3,,,
1997,winter,23,33,hapl grac,1,,,
1997,winter,23,33,hapl spin,1,,,
1997,winter,23,33,lesq gord,3,,,
1997,winter,23,33,lina bige,2,,,
1997,winter,23,33,phac ariz,3,,,
1997,winter,23,35,astr nutt,10,,,
1997,winter,23,35,erod cicu,8,,,
1997,winter,23,35,erod texa,1,,,
1997,winter,23,35,hapl grac,2,,,
1997,winter,23,35,lesq gord,9,,,
1997,winter,23,35,muhl port,1,,,
1997,winter,23,37,astr nutt,23,,,
1997,winter,23,37,erod cicu,6,,,
1997,winter,23,37,hapl grac,2,,,
1997,winter,23,37,hapl tenu,1,,,
1997,winter,23,37,lapp redo,4,,,
1997,winter,23,37,lesq gord,29,,,
1997,winter,23,37,lina bige,9,,,
1997,winter,23,37,micr lene,1,,,
1997,winter,23,37,oeno prim,12,,,
1997,winter,23,37,plag ariz,2,,,
1997,winter,23,37,plan purs,18,,,
1997,winter,23,37,vulp octo,1,,,
1997,winter,23,51,erod cicu,11,,,
1997,winter,23,51,lesq gord,52,,,
1997,winter,23,51,muhl port,1,,,
1997,winter,23,51,vulp octo,7,,,
1997,winter,23,53,astr nutt,30,,,
1997,winter,23,53,chae stev,8,,,
1997,winter,23,53,erio aber,8,,,
1997,winter,23,53,erod texa,5,,,
1997,winter,23,53,esch mexi,1,,,
1997,winter,23,53,hapl grac,4,,,
1997,winter,23,53,hapl tenu,1,,,
1997,winter,23,53,lina bige,3,,,
1997,winter,23,53,oeno prim,1,,,
1997,winter,23,53,phac ariz,3,,,
1997,winter,23,53,vulp octo,1,,,
1997,winter,23,55,astr nutt,21,,,
1997,winter,23,55,cass bauh,1,,,
1997,winter,23,55,chae stev,10,,,
1997,winter,23,55,eria diff,1,,,
1997,winter,23,55,erio aber,2,,,
1997,winter,23,55,erod cicu,15,,,
1997,winter,23,55,erod texa,1,,,
1997,winter,23,55,esch mexi,7,,,
1997,winter,23,55,hapl grac,5,,,
1997,winter,23,55,hapl spin,2,,,
1997,winter,23,55,lesq gord,3,,,
1997,winter,23,55,lina bige,1,,,
1997,winter,23,55,vulp octo,2,,,
1997,winter,23,57,astr nutt,10,,,
1997,winter,23,57,chae stev,1,,,
1997,winter,23,57,crot cory,1,,,
1997,winter,23,57,erio aber,1,,,
1997,winter,23,57,erod cicu,18,,,
1997,winter,23,57,erod texa,1,,,
1997,winter,23,57,esch mexi,2,,,
1997,winter,23,57,hapl grac,2,,,
1997,winter,23,57,hapl spin,1,,,
1997,winter,23,57,lapp redo,2,,,
1997,winter,23,57,lepi lasi,1,,,
1997,winter,23,57,lesq gord,53,,,
1997,winter,23,57,lina bige,1,,,
1997,winter,23,57,plan purs,15,,,
1997,winter,23,57,vulp octo,1,,,
1997,winter,23,71,astr nutt,22,,,
1997,winter,23,71,chae stev,1,,,
1997,winter,23,71,erio aber,7,,,
1997,winter,23,71,erod cicu,6,,,
1997,winter,23,71,erod texa,2,,,
1997,winter,23,71,lupi conc,7,,,
1997,winter,23,71,vulp octo,2,,,
1997,winter,23,73,astr nutt,16,,,
1997,winter,23,73,chae stev,5,,,
1997,winter,23,73,erio aber,11,,,
1997,winter,23,73,erod cicu,1,,,
1997,winter,23,73,erod texa,2,,,
1997,winter,23,73,hapl grac,5,,,
1997,winter,23,73,hapl tenu,5,,,
1997,winter,23,73,lesq gord,10,,,
1997,winter,23,73,vulp octo,2,,,
1997,winter,23,75,astr nutt,13,,,
1997,winter,23,75,chae stev,10,,,
1997,winter,23,75,erio aber,5,,,
1997,winter,23,75,erod cicu,20,,,
1997,winter,23,75,erod texa,9,,,
1997,winter,23,75,hapl grac,5,,,
1997,winter,23,75,hapl spin,1,,,
1997,winter,23,75,lesq gord,6,,,
1997,winter,23,75,micr lene,1,,,
1997,winter,23,75,phac ariz,1,,,
1997,winter,23,75,plan purs,1,,,
1997,winter,23,77,astr nutt,18,,,
1997,winter,23,77,chae stev,7,,,
1997,winter,23,77,eria diff,1,,,
1997,winter,23,77,erio aber,2,,,
1997,winter,23,77,erod cicu,17,,,
1997,winter,23,77,esch mexi,3,,,
1997,winter,23,77,hapl spin,2,,,
1997,winter,23,77,lesq gord,12,,,
1997,winter,23,77,lupi conc,1,,,
1997,winter,23,77,phac ariz,1,,,
1997,winter,24,11,chae stev,57,,,
1997,winter,24,11,cryp micr,12,,,
1997,winter,24,11,eria diff,1,,,
1997,winter,24,11,erio aber,5,,,
1997,winter,24,11,erod cicu,4,,,
1997,winter,24,11,hapl grac,8,,,
1997,winter,24,11,vulp octo,3,,,
1997,winter,24,15,ambr arte,8,,,
1997,winter,24,15,astr nutt,15,,,
1997,winter,24,15,chae stev,1,,,
1997,winter,24,15,cryp cras,4,,,
1997,winter,24,15,cryp micr,2,,,
1997,winter,24,15,desc pinn,7,,,
1997,winter,24,15,eria diff,5,,,
1997,winter,24,15,erio aber,39,,,
1997,winter,24,15,erod cicu,5,,,
1997,winter,24,15,hapl grac,13,,,
1997,winter,24,15,mala fend,1,,,
1997,winter,24,15,vulp octo,2,,,
1997,winter,24,17,astr nutt,5,,,
1997,winter,24,17,desc pinn,4,,,
1997,winter,24,17,eria diff,2,,,
1997,winter,24,17,erio aber,13,,,
1997,winter,24,17,hapl grac,2,,,
1997,winter,24,17,lupi sp2,1,,,
1997,winter,24,17,vulp octo,1,,,
1997,winter,24,31,erod cicu,2,,,
1997,winter,24,33,astr nutt,30,,,
1997,winter,24,33,desc pinn,1,,,
1997,winter,24,33,ephe trif,1,,,
1997,winter,24,33,eria diff,4,,,
1997,winter,24,33,erio aber,55,,,
1997,winter,24,33,erod cicu,1,,,
1997,winter,24,33,lepi lasi,1,,,
1997,winter,24,33,lesq gord,24,,,
1997,winter,24,33,vulp octo,1,,,
1997,winter,24,35,astr nutt,10,,,
1997,winter,24,35,chae stev,1,,,
1997,winter,24,35,erio aber,8,,,
1997,winter,24,35,erod cicu,1,,,
1997,winter,24,35,plan purs,1,,,
1997,winter,24,35,sper echi,1,,,
1997,winter,24,37,astr nutt,12,,,
1997,winter,24,37,eria diff,1,,,
1997,winter,24,37,erio aber,6,,,
1997,winter,24,37,phac ariz,7,,,
1997,winter,24,51,astr nutt,26,,,
1997,winter,24,51,bail mult,1,,,
1997,winter,24,51,chae stev,4,,,
1997,winter,24,51,cryp cras,1,,,
1997,winter,24,51,desc pinn,3,,,
1997,winter,24,51,erio aber,35,,,
1997,winter,24,51,erod cicu,10,,,
1997,winter,24,51,hapl grac,18,,,
1997,winter,24,51,lesq gord,24,,,
1997,winter,24,51,phac ariz,8,,,
1997,winter,24,51,plan purs,1,,,
1997,winter,24,51,sper echi,1,,,
1997,winter,24,51,vulp octo,1,,,
1997,winter,24,53,astr nutt,14,,,
1997,winter,24,53,chae stev,1,,,
1997,winter,24,53,cryp cras,1,,,
1997,winter,24,53,erio aber,15,,,
1997,winter,24,53,lesq gord,14,,,
1997,winter,24,53,muhl port,1,,,
1997,winter,24,53,vulp octo,6,,,
1997,winter,24,55,astr nutt,1,,,
1997,winter,24,55,bahi absi,1,,,
1997,winter,24,55,desc pinn,2,,,
1997,winter,24,55,erio aber,7,,,
1997,winter,24,55,hapl grac,1,,,
1997,winter,24,55,hapl spin,1,,,
1997,winter,24,55,mala fend,1,,,
1997,winter,24,55,phac ariz,1,,,
1997,winter,24,57,astr nutt,51,,,
1997,winter,24,57,bail mult,1,,,
1997,winter,24,57,chae stev,1,,,
1997,winter,24,57,erio aber,11,,,
1997,winter,24,57,erod cicu,1,,,
1997,winter,24,57,guti saro,1,,,
1997,winter,24,57,hapl grac,31,,,
1997,winter,24,57,lesq gord,9,,,
1997,winter,24,57,micr lene,1,,,
1997,winter,24,57,trid pulc,1,,,
1997,winter,24,71,astr nutt,4,,,
1997,winter,24,71,erio aber,2,,,
1997,winter,24,71,lepi lasi,1,,,
1997,winter,24,73,erio aber,3,,,
1997,winter,24,73,erod cicu,21,,,
1997,winter,24,73,hapl grac,7,,,
1997,winter,24,75,astr nutt,23,,,
1997,winter,24,75,erio aber,5,,,
1997,winter,24,75,hapl grac,1,,,
1997,winter,24,77,astr nutt,5,,,
1997,winter,24,77,chae stev,2,,,
1997,winter,24,77,cryp cras,9,,,
1997,winter,24,77,erio aber,5,,,
1997,winter,24,77,hapl grac,3,,,
1997,winter,24,77,plan purs,5,,,
1997,winter,24,77,sper echi,1,,,
1997,summer,1,11,aris adsc,14,,,
1997,summer,1,11,bout sp,65,,,
1997,summer,1,11,erio aber,8,,,
1997,summer,1,11,hapl tenu,1,,,
1997,summer,1,11,hoff dens,5,,,
1997,summer,1,11,pani hirt,2,,,
1997,summer,1,11,sida proc,2,,,
1997,summer,1,11,tide lanu,1,,,
1997,summer,1,13,aris adsc,26,,,
1997,summer,1,13,boer sp,2,,,
1997,summer,1,13,bout sp,51,,,
1997,summer,1,15,aris adsc,110,,,
1997,summer,1,15,boer torr,77,,,
1997,summer,1,15,bout sp,23,,,
1997,summer,1,15,crot pumi,15,,,
1997,summer,1,15,tali angu,1,,,6
1997,summer,1,17,bout sp,160,,,
1997,summer,1,31,bout sp,143,,,
1997,summer,1,31,erio aber,9,,,
1997,summer,1,31,euph serp,2,,,
1997,summer,1,31,tide lanu,1,,,
1997,summer,1,33,aris adsc,16,,,
1997,summer,1,33,boer sp,1,,,
1997,summer,1,33,bout sp,164,,,
1997,summer,1,33,erio aber,7,,,
1997,summer,1,33,hapl grac,1,,,
1997,summer,1,33,tali aura,1,,,
1997,summer,1,35,bout sp,1,,,
1997,summer,1,35,cass bauh,1,,,
1997,summer,1,35,erio aber,6,,,
1997,summer,1,35,pect papp,1,,,
1997,summer,1,35,trid pulc,2,,,
1997,summer,1,37,boer sp,12,,,
1997,summer,1,37,bout sp,14,,,
1997,summer,1,37,erio aber,3,,,
1997,summer,1,37,kall gran,1,,,
1997,summer,1,37,muhl port,1,,,
1997,summer,1,37,pani hirt,4,,,
1997,summer,1,37,tali aura,1,,,
1997,summer,1,37,tide lanu,1,,,
1997,summer,1,51,aris adsc,27,,,
1997,summer,1,51,boer sp,2,,,
1997,summer,1,51,bout sp,83,,,
1997,summer,1,51,erag lehm,1,,,
1997,summer,1,51,erio aber,10,,,
1997,summer,1,51,hapl grac,2,,,
1997,summer,1,51,hoff dens,1,,,
1997,summer,1,53,aris adsc,28,,,
1997,summer,1,53,boer inte,1,,,
1997,summer,1,53,boer sp,5,,,
1997,summer,1,53,boer torr,7,,,
1997,summer,1,53,bout sp,139,,,
1997,summer,1,53,chen frem,2,,,
1997,summer,1,53,crot cory,4,,,
1997,summer,1,53,dale brac,1,,,
1997,summer,1,53,erio aber,8,,,
1997,summer,1,53,euph serp,2,,,
1997,summer,1,53,euph serr,1,,,
1997,summer,1,53,pect papp,1,,,
1997,summer,1,53,sida proc,1,,,
1997,summer,1,53,tali angu,3,,,6
1997,summer,1,53,tide lanu,1,,,
1997,summer,1,53,trid pulc,1,,,
1997,summer,1,55,bout sp,4,,,
1997,summer,1,55,erio aber,1,,,
1997,summer,1,55,trid pulc,4,,,
1997,summer,1,57,chen frem,2,,,
1997,summer,1,57,erio aber,9,,,
1997,summer,1,57,euph exst,1,,,
1997,summer,1,57,hapl grac,2,,,
1997,summer,1,57,trid pulc,2,,,
1997,summer,1,71,aris adsc,81,,,
