"year","plot","transect","species","point"
1989,8,"SE","unkn forb",238
1989,8,"SE","bout aris",239
1989,8,"SE","bout aris",240
1989,8,"SE","unkn forb",241
1989,8,"SE","unkn forb",242
1989,8,"SE","unkn forb",243
1989,8,"SE","unkn forb",245
1989,8,"SE","unkn forb",246
1989,8,"SE","bout aris",247
1989,8,"SE","aris adsc",248
1989,8,"SE","bout aris",249
1989,8,"SE","bout aris",250
1989,8,"SW","aris adsc",1
1989,8,"SW","bout aris",3
1989,8,"SW","bout aris",5
1989,8,"SW","bout aris",6
1989,8,"SW","aris adsc",7
1989,8,"SW","unkn forb",9
1989,8,"SW","bout aris",10
1989,8,"SW","unkn forb",11
1989,8,"SW","bout aris",12
1989,8,"SW","unkn forb",14
1989,8,"SW","aris adsc",16
1989,8,"SW","bout aris",17
1989,8,"SW","aris adsc",18
1989,8,"SW","bout aris",20
1989,8,"SW","bout aris",21
1989,8,"SW","bout aris",23
1989,8,"SW","bout aris",24
1989,8,"SW","bout aris",26
1989,8,"SW","bout aris",27
1989,8,"SW","aris adsc",28
1989,8,"SW","bout aris",29
1989,8,"SW","bout aris",32
1989,8,"SW","unkn forb",33
1989,8,"SW","bout aris",35
1989,8,"SW","bout aris",37
1989,8,"SW","bout aris",41
1989,8,"SW","unkn forb",45
1989,8,"SW","bout aris",46
1989,8,"SW","unkn forb",48
1989,8,"SW","bout aris",49
1989,8,"SW","bout aris",50
1989,8,"SW","bout aris",51
1989,8,"SW","aris adsc",52
1989,8,"SW","unkn forb",54
1989,8,"SW","aris adsc",56
1989,8,"SW","bout aris",57
1989,8,"SW","aris adsc",58
1989,8,"SW","bout aris",61
1989,8,"SW","bout aris",62
1989,8,"SW","bout aris",63
1989,8,"SW","bout barb",65
1989,8,"SW","pani ariz",66
1989,8,"SW","pani ariz",68
1989,8,"SW","aris adsc",69
1989,8,"SW","bout aris",71
1989,8,"SW","bout aris",72
1989,8,"SW","aris adsc",75
1989,8,"SW","guti saro",76
1989,8,"SW","guti saro",77
1989,8,"SW","aris adsc",78
1989,8,"SW","acac cons",81
1989,8,"SW","acac cons",82
1989,8,"SW","acac cons",83
1989,8,"SW","acac cons",84
1989,8,"SW","acac cons",85
1989,8,"SW","acac cons",86
1989,8,"SW","acac cons",87
1989,8,"SW","acac cons",88
1989,8,"SW","unkn forb",90
1989,8,"SW","unkn forb",91
1989,8,"SW","aris adsc",93
1989,8,"SW","aris adsc",94
1989,8,"SW","bout aris",95
1989,8,"SW","bout aris",96
1989,8,"SW","aris adsc",99
1989,8,"SW","bout aris",100
1989,8,"SW","bout aris",101
1989,8,"SW","aris adsc",102
1989,8,"SW","aris adsc",104
1989,8,"SW","bout aris",106
1989,8,"SW","unkn forb",107
1989,8,"SW","bout aris",108
1989,8,"SW","bout aris",109
1989,8,"SW","unkn forb",110
1989,8,"SW","trid pulc",112
1989,8,"SW","trid pulc",113
1989,8,"SW","bout aris",115
1989,8,"SW","bout aris",117
1989,8,"SW","bout aris",122
1989,8,"SW","bout aris",123
1989,8,"SW","bout aris",126
1989,8,"SW","bout aris",128
1989,8,"SW","bout aris",129
1989,8,"SW","aris adsc",130
1989,8,"SW","aris adsc",131
1989,8,"SW","unkn forb",134
1989,8,"SW","aris adsc",135
1989,8,"SW","unkn forb",136
1989,8,"SW","unkn forb",137
1989,8,"SW","aris adsc",138
1989,8,"SW","unkn forb",139
1989,8,"SW","aris adsc",141
1989,8,"SW","unkn forb",142
1989,8,"SW","bout aris",143
1989,8,"SW","aris adsc",146
1989,8,"SW","aris adsc",149
1989,8,"SW","aris adsc",150
1989,8,"SW","aris adsc",151
1989,8,"SW","aris adsc",152
1989,8,"SW","bout aris",153
1989,8,"SW","ephe trif",156
1989,8,"SW","ephe trif",157
1989,8,"SW","guti saro",158
1989,8,"SW","unkn forb",159
1989,8,"SW","aris adsc",160
1989,8,"SW","unkn forb",161
1989,8,"SW","unkn forb",162
1989,8,"SW","aris adsc",163
1989,8,"SW","unkn forb",164
1989,8,"SW","aris adsc",168
1989,8,"SW","guti saro",169
1989,8,"SW","aris adsc",170
1989,8,"SW","bout aris",171
1989,8,"SW","aris adsc",173
1989,8,"SW","bout aris",174
1989,8,"SW","guti saro",175
1989,8,"SW","guti saro",176
1989,8,"SW","guti saro",177
1989,8,"SW","unkn forb",178
1989,8,"SW","unkn forb",179
1989,8,"SW","unkn forb",180
1989,8,"SW","bout aris",182
1989,8,"SW","bout aris",183
1989,8,"SW","unkn forb",184
1989,8,"SW","aris adsc",187
1989,8,"SW","bout aris",188
1989,8,"SW","muhl port",190
1989,8,"SW","muhl port",192
1989,8,"SW","muhl port",193
1989,8,"SW","muhl port",194
1989,8,"SW","unkn shrb",194
1989,8,"SW","muhl port",195
1989,8,"SW","unkn shrb",195
1989,8,"SW","muhl port",196
1989,8,"SW","bout aris",198
1989,8,"SW","bout aris",199
1989,8,"SW","bout aris",200
1989,8,"SW","bout aris",201
1989,8,"SW","bout aris",202
1989,8,"SW","bout aris",205
1989,8,"SW","aris long",208
1989,8,"SW","unkn forb",209
1989,8,"SW","pani ariz",211
1989,8,"SW","muhl port",212
1989,8,"SW","muhl port",213
1989,8,"SW","muhl port",214
1989,8,"SW","unkn shrb",214
1989,8,"SW","muhl port",215
1989,8,"SW","unkn shrb",215
1989,8,"SW","muhl port",216
1989,8,"SW","unkn shrb",216
1989,8,"SW","ephe trif",217
1989,8,"SW","ephe trif",218
1989,8,"SW","ephe trif",219
1989,8,"SW","unkn forb",220
1989,8,"SW","bout aris",221
1989,8,"SW","bout aris",222
1989,8,"SW","unkn forb",224
1989,8,"SW","bout aris",227
1989,8,"SW","unkn forb",229
1989,8,"SW","bout aris",231
1989,8,"SW","bout aris",232
1989,8,"SW","bout aris",233
1989,8,"SW","bout aris",235
1989,8,"SW","bout aris",236
1989,8,"SW","unkn forb",239
1989,8,"SW","bout aris",240
1989,8,"SW","bout aris",242
1989,8,"SW","bout aris",244
1989,8,"SW","guti saro",245
1989,8,"SW","aris long",246
1989,8,"SW","bout aris",247
1989,8,"SW","aris long",249
1989,8,"SW","aris long",250
1989,9,"NE","bout aris",2
1989,9,"NE","unkn forb",4
1989,9,"NE","bout aris",5
1989,9,"NE","aris adsc",6
1989,9,"NE","bout aris",9
1989,9,"NE","unkn forb",10
1989,9,"NE","bout aris",13
1989,9,"NE","hapl sp",15
1989,9,"NE","hapl sp",16
1989,9,"NE","hapl sp",17
1989,9,"NE","hapl sp",18
1989,9,"NE","pani ariz",19
1989,9,"NE","aris adsc",20
1989,9,"NE","bout aris",22
1989,9,"NE","bout aris",23
1989,9,"NE","bout aris",24
1989,9,"NE","bout aris",25
1989,9,"NE","bout aris",26
1989,9,"NE","aris adsc",27
1989,9,"NE","bout aris",28
1989,9,"NE","unkn forb",29
1989,9,"NE","bout aris",30
1989,9,"NE","bout aris",32
1989,9,"NE","bout aris",34
1989,9,"NE","pani hirt",36
1989,9,"NE","bout barb",38
1989,9,"NE","bout aris",40
1989,9,"NE","unkn forb",43
1989,9,"NE","aris adsc",46
1989,9,"NE","bout aris",48
1989,9,"NE","bout aris",50
1989,9,"NE","bout aris",52
1989,9,"NE","aris adsc",53
1989,9,"NE","bout aris",55
1989,9,"NE","unkn forb",57
1989,9,"NE","bout aris",58
1989,9,"NE","bout aris",60
1989,9,"NE","bout aris",62
1989,9,"NE","bout aris",65
1989,9,"NE","aris adsc",66
1989,9,"NE","unkn forb",68
1989,9,"NE","aris adsc",71
1989,9,"NE","aris adsc",72
1989,9,"NE","aris adsc",73
1989,9,"NE","aris adsc",74
1989,9,"NE","aris adsc",75
1989,9,"NE","aris adsc",77
1989,9,"NE","aris adsc",78
1989,9,"NE","aris adsc",80
1989,9,"NE","bout aris",81
1989,9,"NE","aris adsc",84
1989,9,"NE","aris adsc",85
1989,9,"NE","bout aris",88
1989,9,"NE","aris adsc",89
1989,9,"NE","pani hirt",90
1989,9,"NE","aris adsc",92
1989,9,"NE","unkn forb",94
1989,9,"NE","aris adsc",97
1989,9,"NE","aris adsc",98
1989,9,"NE","aris adsc",101
1989,9,"NE","unkn forb",102
1989,9,"NE","unkn forb",103
1989,9,"NE","bout aris",104
1989,9,"NE","bout aris",105
1989,9,"NE","bout aris",106
1989,9,"NE","bout aris",108
1989,9,"NE","aris adsc",109
1989,9,"NE","aris adsc",110
1989,9,"NE","bout aris",111
1989,9,"NE","bout aris",112
1989,9,"NE","aris adsc",113
1989,9,"NE","aris adsc",114
1989,9,"NE","aris adsc",115
1989,9,"NE","aris adsc",116
1989,9,"NE","bout aris",117
1989,9,"NE","aris adsc",118
1989,9,"NE","bout aris",119
1989,9,"NE","unkn forb",120
1989,9,"NE","aris adsc",121
1989,9,"NE","aris adsc",122
1989,9,"NE","bout aris",123
1989,9,"NE","aris adsc",124
1989,9,"NE","bout barb",127
1989,9,"NE","aris adsc",128
1989,9,"NE","bout aris",130
1989,9,"NE","aris adsc",134
1989,9,"NE","pani hirt",135
1989,9,"NE","bout aris",136
1989,9,"NE","aris adsc",137
1989,9,"NE","aris adsc",138
1989,9,"NE","aris adsc",141
1989,9,"NE","hapl sp",142
1989,9,"NE","bout aris",143
1989,9,"NE","bout aris",144
1989,9,"NE","bout aris",145
1989,9,"NE","aris adsc",146
1989,9,"NE","guti saro",148
1989,9,"NE","muhl port",149
1989,9,"NE","muhl port",150
1989,9,"NE","muhl port",151
1989,9,"NE","muhl port",152
1989,9,"NE","unkn shrb",152
1989,9,"NE","muhl port",153
1989,9,"NE","unkn shrb",153
1989,9,"NE","muhl port",154
1989,9,"NE","unkn shrb",154
1989,9,"NE","muhl port",155
1989,9,"NE","pani sp",156
1989,9,"NE","unkn forb",157
1989,9,"NE","bout aris",158
1989,9,"NE","guti saro",159
1989,9,"NE","bout aris",161
1989,9,"NE","bout aris",162
1989,9,"NE","bout aris",163
1989,9,"NE","bout aris",165
1989,9,"NE","aris adsc",166
1989,9,"NE","bout aris",167
1989,9,"NE","aris adsc",168
1989,9,"NE","guti saro",169
1989,9,"NE","guti saro",170
1989,9,"NE","guti saro",171
1989,9,"NE","aris adsc",173
1989,9,"NE","aris adsc",174
1989,9,"NE","aris adsc",175
1989,9,"NE","guti saro",176
1989,9,"NE","guti saro",177
1989,9,"NE","guti saro",180
1989,9,"NE","aris adsc",181
1989,9,"NE","aris adsc",182
1989,9,"NE","aris adsc",183
1989,9,"NE","aris adsc",185
1989,9,"NE","unkn forb",186
1989,9,"NE","unkn forb",187
1989,9,"NE","unkn forb",189
1989,9,"NE","aris adsc",190
1989,9,"NE","unkn forb",191
1989,9,"NE","muhl port",192
1989,9,"NE","unkn forb",193
1989,9,"NE","unkn forb",195
1989,9,"NE","guti saro",199
1989,9,"NE","unkn forb",200
1989,9,"NE","bout aris",201
1989,9,"NE","guti saro",202
1989,9,"NE","guti saro",203
1989,9,"NE","pani hirt",204
1989,9,"NE","pani ariz",205
1989,9,"NE","unkn forb",207
1989,9,"NE","bout aris",208
1989,9,"NE","bout aris",209
1989,9,"NE","bout aris",211
1989,9,"NE","bout aris",212
1989,9,"NE","bout aris",213
1989,9,"NE","hapl sp",214
1989,9,"NE","aris adsc",215
1989,9,"NE","tric cali",216
1989,9,"NE","tric cali",217
1989,9,"NE","unkn forb",219
1989,9,"NE","bout aris",221
1989,9,"NE","bout aris",222
1989,9,"NE","aris adsc",223
1989,9,"NE","aris adsc",225
1989,9,"NE","bout aris",226
1989,9,"NE","aris adsc",227
1989,9,"NE","bout aris",229
1989,9,"NE","aris adsc",234
1989,9,"NE","unkn forb",235
1989,9,"NE","aris adsc",236
1989,9,"NE","unkn forb",237
1989,9,"NE","aris adsc",238
1989,9,"NE","bout aris",239
1989,9,"NE","bout aris",241
1989,9,"NE","bout aris",242
1989,9,"NE","bout aris",243
1989,9,"NE","bout aris",244
1989,9,"NE","aris adsc",247
1989,9,"NE","bout aris",248
1989,9,"NE","trid pulc",249
1989,9,"NE","bout aris",250
1989,9,"NW","bout aris",1
1989,9,"NW","bout aris",3
1989,9,"NW","bout aris",4
1989,9,"NW","bout aris",5
1989,9,"NW","unkn forb",6
1989,9,"NW","bout aris",7
1989,9,"NW","bout aris",8
1989,9,"NW","bout aris",10
1989,9,"NW","bout aris",11
1989,9,"NW","bout aris",12
1989,9,"NW","unkn forb",13
1989,9,"NW","bout aris",14
1989,9,"NW","bout aris",16
1989,9,"NW","bout aris",18
1989,9,"NW","unkn forb",19
1989,9,"NW","unkn forb",21
1989,9,"NW","bout aris",23
1989,9,"NW","unkn forb",24
1989,9,"NW","bout aris",26
1989,9,"NW","bout aris",27
1989,9,"NW","aris adsc",28
1989,9,"NW","bout aris",29
1989,9,"NW","unkn forb",30
1989,9,"NW","bout aris",31
1989,9,"NW","bout aris",33
1989,9,"NW","bout aris",36
1989,9,"NW","bout aris",37
1989,9,"NW","bout aris",38
1989,9,"NW","bout aris",40
1989,9,"NW","aris adsc",42
1989,9,"NW","bout aris",43
1989,9,"NW","aris adsc",45
1989,9,"NW","bout aris",48
1989,9,"NW","unkn forb",49
1989,9,"NW","bout aris",50
1989,9,"NW","bout aris",52
1989,9,"NW","bout aris",53
1989,9,"NW","unkn forb",55
1989,9,"NW","aris adsc",56
1989,9,"NW","bout aris",58
1989,9,"NW","pani hirt",59
1989,9,"NW","aris adsc",60
1989,9,"NW","bout aris",62
1989,9,"NW","unkn forb",65
1989,9,"NW","aris adsc",66
1989,9,"NW","bout aris",68
1989,9,"NW","hapl sp",69
1989,9,"NW","hapl sp",70
1989,9,"NW","aris adsc",71
1989,9,"NW","bout aris",73
1989,9,"NW","aris adsc",74
1989,9,"NW","aris adsc",76
1989,9,"NW","bout aris",77
1989,9,"NW","aris adsc",79
1989,9,"NW","acac cons",82
1989,9,"NW","bout aris",83
1989,9,"NW","pani ariz",84
1989,9,"NW","bout aris",85
1989,9,"NW","bout aris",86
1989,9,"NW","unkn forb",87
1989,9,"NW","bout aris",88
1989,9,"NW","unkn forb",89
1989,9,"NW","aris long",90
1989,9,"NW","aris long",91
1989,9,"NW","aris adsc",93
1989,9,"NW","aris adsc",94
1989,9,"NW","aris adsc",96
1989,9,"NW","bout aris",98
1989,9,"NW","bout aris",99
1989,9,"NW","bout barb",100
1989,9,"NW","bout aris",101
1989,9,"NW","aris adsc",102
1989,9,"NW","unkn forb",103
1989,9,"NW","pani sp",104
1989,9,"NW","unkn forb",105
1989,9,"NW","bout aris",107
1989,9,"NW","unkn forb",108
1989,9,"NW","ephe trif",110
1989,9,"NW","ephe trif",111
1989,9,"NW","ephe trif",112
1989,9,"NW","ephe trif",113
1989,9,"NW","ephe trif",114
1989,9,"NW","ephe trif",115
1989,9,"NW","ephe trif",116
1989,9,"NW","ephe trif",117
1989,9,"NW","ephe trif",118
1989,9,"NW","ephe trif",119
1989,9,"NW","ephe trif",120
1989,9,"NW","ephe trif",121
1989,9,"NW","ephe trif",122
1989,9,"NW","ephe trif",123
1989,9,"NW","ephe trif",124
1989,9,"NW","ephe trif",125
1989,9,"NW","pani ariz",126
1989,9,"NW","unkn forb",127
1989,9,"NW","pani sp",128
1989,9,"NW","unkn forb",129
1989,9,"NW","unkn forb",130
1989,9,"NW","unkn forb",133
1989,9,"NW","unkn forb",135
1989,9,"NW","unkn forb",138
1989,9,"NW","unkn forb",139
1989,9,"NW","erag inte",141
1989,9,"NW","unkn forb",142
1989,9,"NW","pani sp",143
1989,9,"NW","bout aris",145
1989,9,"NW","aris adsc",146
1989,9,"NW","bout aris",147
1989,9,"NW","bout aris",148
1989,9,"NW","bout aris",149
1989,9,"NW","aris adsc",151
1989,9,"NW","bout aris",153
1989,9,"NW","bout aris",154
1989,9,"NW","bout aris",155
1989,9,"NW","bout aris",156
1989,9,"NW","bout aris",159
1989,9,"NW","bout aris",160
1989,9,"NW","bout aris",162
1989,9,"NW","bout aris",163
1989,9,"NW","bout aris",165
1989,9,"NW","bout aris",167
1989,9,"NW","bout aris",168
1989,9,"NW","unkn forb",171
1989,9,"NW","bout aris",172
1989,9,"NW","bout aris",174
1989,9,"NW","acac cons",175
1989,9,"NW","acac cons",176
1989,9,"NW","acac cons",177
1989,9,"NW","acac cons",178
1989,9,"NW","unkn forb",179
1989,9,"NW","bout aris",181
1989,9,"NW","aris adsc",182
1989,9,"NW","aris adsc",184
1989,9,"NW","bout aris",186
1989,9,"NW","bout aris",187
1989,9,"NW","unkn forb",189
1989,9,"NW","aris adsc",190
1989,9,"NW","aris adsc",191
1989,9,"NW","bout aris",192
1989,9,"NW","bout aris",193
1989,9,"NW","bout aris",195
1989,9,"NW","bout aris",196
1989,9,"NW","unkn forb",197
1989,9,"NW","aris adsc",200
1989,9,"NW","bout aris",203
1989,9,"NW","bout aris",205
1989,9,"NW","bout aris",206
1989,9,"NW","bout aris",207
1989,9,"NW","bout aris",210
1989,9,"NW","bout aris",212
1989,9,"NW","aris adsc",213
1989,9,"NW","bout aris",215
1989,9,"NW","bout aris",216
1989,9,"NW","bout aris",218
1989,9,"NW","bout aris",219
1989,9,"NW","aris adsc",220
1989,9,"NW","bout aris",221
1989,9,"NW","aris adsc",223
1989,9,"NW","aris adsc",224
1989,9,"NW","unkn forb",228
1989,9,"NW","bout aris",229
1989,9,"NW","unkn forb",230
1989,9,"NW","unkn forb",232
1989,9,"NW","bout aris",234
1989,9,"NW","aris adsc",235
1989,9,"NW","bout aris",237
1989,9,"NW","bout aris",238
1989,9,"NW","unkn forb",239
1989,9,"NW","unkn forb",240
1989,9,"NW","unkn forb",241
1989,9,"NW","bout aris",242
1989,9,"NW","bout aris",243
1989,9,"NW","bout aris",245
1989,9,"NW","bout aris",247
1989,9,"NW","aris adsc",248
1989,9,"NW","bout aris",249
1989,9,"NW","bout aris",250
1989,9,"SE","unkn forb",1
1989,9,"SE","bout aris",3
1989,9,"SE","bout aris",6
1989,9,"SE","bout aris",7
1989,9,"SE","bout aris",8
1989,9,"SE","bout aris",9
1989,9,"SE","unkn forb",10
1989,9,"SE","bout barb",11
1989,9,"SE","bout aris",14
1989,9,"SE","bout aris",15
1989,9,"SE","bout aris",16
1989,9,"SE","unkn forb",18
1989,9,"SE","bout aris",19
1989,9,"SE","bout aris",20
1989,9,"SE","bout aris",21
1989,9,"SE","unkn forb",22
1989,9,"SE","bout aris",24
1989,9,"SE","hapl sp",26
1989,9,"SE","bout aris",27
1989,9,"SE","bout aris",30
1989,9,"SE","trid pulc",31
1989,9,"SE","unkn forb",32
1989,9,"SE","bout aris",33
1989,9,"SE","bout aris",35
1989,9,"SE","bout aris",36
1989,9,"SE","unkn forb",39
1989,9,"SE","bout aris",41
1989,9,"SE","bout aris",43
1989,9,"SE","bout aris",44
1989,9,"SE","pani hirt",45
1989,9,"SE","hapl sp",47
1989,9,"SE","hapl sp",48
1989,9,"SE","unkn forb",49
1989,9,"SE","unkn forb",50
1989,9,"SE","bout aris",54
1989,9,"SE","bout aris",55
1989,9,"SE","bout aris",56
1989,9,"SE","bout aris",58
1989,9,"SE","unkn forb",59
1989,9,"SE","unkn forb",62
1989,9,"SE","unkn forb",64
1989,9,"SE","bout aris",65
1989,9,"SE","unkn forb",66
1989,9,"SE","unkn forb",67
1989,9,"SE","unkn forb",69
1989,9,"SE","guti saro",73
1989,9,"SE","muhl port",74
1989,9,"SE","muhl port",75
1989,9,"SE","muhl port",76
1989,9,"SE","bout aris",77
1989,9,"SE","bout aris",78
1989,9,"SE","bout aris",79
1989,9,"SE","bout aris",81
1989,9,"SE","bout aris",82
1989,9,"SE","unkn forb",83
1989,9,"SE","bout aris",85
1989,9,"SE","bout aris",86
1989,9,"SE","unkn forb",87
1989,9,"SE","unkn forb",88
1989,9,"SE","bout aris",91
1989,9,"SE","bout aris",93
1989,9,"SE","pani hirt",94
1989,9,"SE","bout aris",95
1989,9,"SE","bout aris",98
1989,9,"SE","unkn forb",99
1989,9,"SE","bout aris",100
1989,9,"SE","unkn forb",101
1989,9,"SE","bout aris",103
1989,9,"SE","unkn forb",104
1989,9,"SE","bout aris",105
1989,9,"SE","unkn forb",107
1989,9,"SE","bout aris",108
1989,9,"SE","bout aris",110
1989,9,"SE","bout aris",112
1989,9,"SE","unkn forb",113
1989,9,"SE","unkn forb",114
1989,9,"SE","bout aris",116
1989,9,"SE","hapl sp",118
1989,9,"SE","hapl sp",119
1989,9,"SE","hapl sp",120
1989,9,"SE","bout aris",121
1989,9,"SE","unkn forb",124
1989,9,"SE","bout aris",125
1989,9,"SE","bout aris",126
1989,9,"SE","unkn forb",127
1989,9,"SE","aris adsc",130
1989,9,"SE","bout aris",131
1989,9,"SE","bout aris",132
1989,9,"SE","aris adsc",133
1989,9,"SE","unkn forb",134
1989,9,"SE","hapl sp",137
1989,9,"SE","hapl sp",138
1989,9,"SE","aris adsc",139
1989,9,"SE","hapl sp",145
1989,9,"SE","hapl sp",146
1989,9,"SE","unkn forb",147
1989,9,"SE","bout aris",150
1989,9,"SE","bout aris",151
1989,9,"SE","aris adsc",152
1989,9,"SE","bout barb",154
1989,9,"SE","unkn forb",155
1989,9,"SE","pani ariz",159
1989,9,"SE","aris adsc",161
1989,9,"SE","hapl sp",162
1989,9,"SE","hapl sp",163
1989,9,"SE","hapl sp",164
1989,9,"SE","aris adsc",165
1989,9,"SE","aris adsc",167
1989,9,"SE","aris adsc",168
1989,9,"SE","bout aris",173
1989,9,"SE","aris adsc",174
1989,9,"SE","aris adsc",176
1989,9,"SE","bout aris",181
1989,9,"SE","bout aris",182
1989,9,"SE","unkn forb",184
1989,9,"SE","bout aris",189
1989,9,"SE","aris adsc",192
1989,9,"SE","aris adsc",193
1989,9,"SE","aris adsc",196
1989,9,"SE","aris adsc",197
1989,9,"SE","bout aris",198
1989,9,"SE","aris adsc",201
1989,9,"SE","aris adsc",203
1989,9,"SE","aris adsc",204
1989,9,"SE","aris adsc",205
1989,9,"SE","aris adsc",206
1989,9,"SE","bout aris",208
1989,9,"SE","unkn forb",210
1989,9,"SE","muhl port",213
1989,9,"SE","muhl port",214
1989,9,"SE","muhl port",215
1989,9,"SE","muhl port",216
1989,9,"SE","muhl port",217
1989,9,"SE","muhl port",218
1989,9,"SE","unkn forb",219
1989,9,"SE","unkn forb",220
1989,9,"SE","unkn forb",221
1989,9,"SE","aris adsc",224
1989,9,"SE","bout aris",225
1989,9,"SE","bout aris",226
1989,9,"SE","bout aris",227
1989,9,"SE","unkn forb",229
1989,9,"SE","bout aris",230
1989,9,"SE","bout aris",232
1989,9,"SE","bout aris",233
1989,9,"SE","bout aris",234
1989,9,"SE","aris adsc",235
1989,9,"SE","bout aris",237
1989,9,"SE","bout aris",238
1989,9,"SE","aris adsc",239
1989,9,"SE","pani ariz",241
1989,9,"SE","hapl sp",243
1989,9,"SE","hapl sp",244
1989,9,"SE","bout aris",245
1989,9,"SE","bout aris",248
1989,9,"SE","bout aris",249
1989,9,"SE","unkn forb",250
1989,9,"SW","unkn forb",2
1989,9,"SW","bout aris",3
1989,9,"SW","bout aris",4
1989,9,"SW","bout aris",5
1989,9,"SW","bout aris",6
1989,9,"SW","bout aris",7
1989,9,"SW","bout aris",9
1989,9,"SW","bout aris",10
1989,9,"SW","bout aris",11
1989,9,"SW","bout aris",12
1989,9,"SW","bout barb",15
1989,9,"SW","bout aris",20
1989,9,"SW","bout aris",22
1989,9,"SW","bout aris",23
1989,9,"SW","bout aris",24
1989,9,"SW","bout aris",25
1989,9,"SW","bout aris",27
1989,9,"SW","bout aris",29
1989,9,"SW","pani hirt",30
1989,9,"SW","unkn forb",31
1989,9,"SW","bout aris",32
1989,9,"SW","unkn forb",33
1989,9,"SW","unkn forb",35
1989,9,"SW","ephe trif",38
1989,9,"SW","muhl port",39
1989,9,"SW","unkn shrb",39
1989,9,"SW","muhl port",40
1989,9,"SW","unkn shrb",40
1989,9,"SW","muhl port",41
1989,9,"SW","unkn shrb",41
1989,9,"SW","muhl port",42
1989,9,"SW","unkn shrb",42
1989,9,"SW","muhl port",43
1989,9,"SW","unkn shrb",43
1989,9,"SW","muhl port",44
1989,9,"SW","unkn shrb",44
1989,9,"SW","unkn forb",45
1989,9,"SW","bout aris",47
1989,9,"SW","bout aris",48
1989,9,"SW","bout aris",49
1989,9,"SW","bout aris",51
1989,9,"SW","bout aris",52
1989,9,"SW","bout aris",53
1989,9,"SW","bout aris",54
1989,9,"SW","bout aris",57
1989,9,"SW","unkn forb",58
1989,9,"SW","unkn forb",59
1989,9,"SW","bout aris",61
1989,9,"SW","unkn forb",63
1989,9,"SW","bout aris",64
1989,9,"SW","unkn forb",65
1989,9,"SW","bout barb",66
1989,9,"SW","unkn forb",67
1989,9,"SW","bout aris",69
1989,9,"SW","unkn forb",70
1989,9,"SW","bout aris",72
1989,9,"SW","unkn forb",73
1989,9,"SW","unkn forb",74
1989,9,"SW","unkn forb",76
1989,9,"SW","guti saro",77
1989,9,"SW","guti saro",78
1989,9,"SW","guti saro",80
1989,9,"SW","unkn forb",81
1989,9,"SW","unkn forb",82
1989,9,"SW","hapl sp",84
1989,9,"SW","unkn forb",87
1989,9,"SW","muhl port",90
1989,9,"SW","muhl port",91
1989,9,"SW","muhl port",92
1989,9,"SW","unkn shrb",92
1989,9,"SW","muhl port",93
1989,9,"SW","unkn shrb",93
1989,9,"SW","muhl port",94
1989,9,"SW","unkn shrb",94
1989,9,"SW","muhl port",95
1989,9,"SW","unkn shrb",95
1989,9,"SW","ephe trif",96
1989,9,"SW","ephe trif",97
1989,9,"SW","guti saro",98
1989,9,"SW","guti saro",99
1989,9,"SW","unkn forb",100
1989,9,"SW","guti saro",101
1989,9,"SW","guti saro",102
1989,9,"SW","guti saro",103
1989,9,"SW","unkn forb",104
1989,9,"SW","bout aris",106
1989,9,"SW","guti saro",108
1989,9,"SW","bout barb",110
1989,9,"SW","unkn forb",113
1989,9,"SW","bout aris",115
1989,9,"SW","bout aris",116
1989,9,"SW","bout aris",118
1989,9,"SW","bout aris",121
1989,9,"SW","guti saro",122
1989,9,"SW","guti saro",123
1989,9,"SW","guti saro",124
1989,9,"SW","bout aris",129
1989,9,"SW","bout barb",136
1989,9,"SW","unkn forb",141
1989,9,"SW","bout aris",143
1989,9,"SW","bout barb",144
1989,9,"SW","bout aris",145
1989,9,"SW","guti saro",146
1989,9,"SW","guti saro",147
1989,9,"SW","guti saro",148
1989,9,"SW","guti saro",149
1989,9,"SW","guti saro",150
1989,9,"SW","bout aris",151
1989,9,"SW","bout aris",152
1989,9,"SW","bout aris",154
1989,9,"SW","unkn forb",156
1989,9,"SW","bout aris",157
1989,9,"SW","bout aris",158
1989,9,"SW","unkn forb",159
1989,9,"SW","unkn forb",160
1989,9,"SW","pani hirt",161
1989,9,"SW","pros sp",163
1989,9,"SW","pros sp",164
1989,9,"SW","pros sp",165
1989,9,"SW","pros sp",166
1989,9,"SW","pros sp",167
1989,9,"SW","pros sp",168
1989,9,"SW","pros sp",169
1989,9,"SW","pros sp",170
1989,9,"SW","pros sp",171
1989,9,"SW","pros sp",172
1989,9,"SW","pros sp",173
1989,9,"SW","pros sp",174
1989,9,"SW","pros sp",175
1989,9,"SW","pros sp",176
1989,9,"SW","unkn forb",177
1989,9,"SW","unkn forb",178
1989,9,"SW","bout aris",179
1989,9,"SW","bout barb",180
1989,9,"SW","bout barb",182
1989,9,"SW","bout barb",185
1989,9,"SW","unkn forb",192
1989,9,"SW","bout aris",195
1989,9,"SW","bout aris",196
1989,9,"SW","unkn forb",197
1989,9,"SW","unkn forb",202
1989,9,"SW","guti saro",204
1989,9,"SW","guti saro",205
1989,9,"SW","guti saro",206
1989,9,"SW","guti saro",207
1989,9,"SW","bout aris",208
1989,9,"SW","unkn forb",216
1989,9,"SW","unkn forb",217
1989,9,"SW","bout erio",220
1989,9,"SW","unkn forb",222
1989,9,"SW","unkn forb",223
